A69,A37,A90,A92,A91,A96,A89,A45,A53,A27,A25,A71,A77,A28,A79,A49,A65,label
0.5206103324890137,0.3678015470504761,281.865966796875,0.2773835957050323,16.793367385864258,15.353753089904783,282.0171813964844,0.5172832608222961,0.6469733,1.1862617,2.5955381,0.5468392,0.47111136,0.84134007,2.6074796,2.6375,0.5391107,MDD
0.4839980602264404,0.4181376993656158,166.4258270263672,0.2785448729991913,12.890344619750977,16.93354606628418,166.16098022460938,0.5059062242507935,0.61580837,2.3614376,2.5871172,0.555372,0.5441612,0.80908024,2.617297,2.625996,0.61981094,MDD
0.4676195681095123,0.3084520101547241,432.0898132324219,0.2821914553642273,20.766162872314453,22.86851119995117,431.2335205078125,0.5276714563369751,0.6059708,1.5198945,2.6144233,0.538167,0.4170971,0.79277164,2.6173954,2.6183953,0.54206693,MDD
0.3633803427219391,0.4537613987922668,330.8465576171875,0.2730920016765594,18.172218322753903,15.332324981689451,330.2294921875,0.499956339597702,0.57012767,0.80027086,2.5719929,0.53160244,0.62363595,0.83888716,2.6162848,2.6168866,0.403386,MDD
0.5377927422523499,0.4730819165706634,107.1731414794922,0.2987043857574463,10.366129875183104,14.316450119018556,107.4566421508789,0.4846011698246002,0.44942266,1.7989843,2.5078073,0.5553969,0.5393617,0.8879216,2.584598,2.4393568,0.5101058,MDD
0.6043870449066162,0.5313770771026611,96.7304916381836,0.2854354381561279,9.834089279174805,17.807750701904297,96.70930480957033,0.5597636699676514,0.5367601,1.6013975,2.5149922,0.4867746,0.5049754,0.9257727,2.5661922,2.5043342,0.4939031,MDD
0.4905420541763305,0.3892277777194977,279.9389343261719,0.2905681431293487,16.788311004638672,18.379121780395508,281.8473815917969,0.5392498970031738,0.62152004,1.0962152,2.5257423,0.5204437,0.6499126,0.854219,2.5762608,2.617623,0.40092295,MDD
0.543249785900116,0.483756273984909,243.93499755859372,0.3024808168411255,15.612586975097656,23.237287521362305,243.75286865234372,0.7318741083145142,0.6577855,1.541877,2.592245,0.53251356,0.47980008,0.7838248,2.6060798,2.6107862,0.4318302,MDD
0.4667162299156189,0.6791885495185852,343.5404357910156,0.3021544218063354,18.589962005615234,16.897266387939453,345.5867004394531,0.6554610133171082,0.49846372,0.90979576,2.5344267,0.59469557,0.59941494,0.78652745,2.5904253,2.5602794,0.6380981,MDD
0.5292103886604309,0.4022349119186401,246.11294555664065,0.2871024310588836,15.728227615356444,19.609176635742188,247.3771514892578,0.5330607295036316,0.4628683,1.9675303,2.6056616,0.5708865,0.44744575,0.70698,2.5868711,2.6396003,0.5327461,MDD
0.5080624222755432,0.4451648294925689,310.70819091796875,0.2980176508426666,17.60927963256836,21.783939361572266,310.0867614746094,0.5598036646842957,0.5778332,1.3200886,2.5709014,0.640573,0.57760674,0.87387145,2.5690787,2.6235447,0.50308865,MDD
0.5377747416496277,0.3256566822528839,356.9357604980469,0.2928043901920318,18.875593185424805,19.04432678222656,356.2879943847656,0.3768436908721924,0.57106835,1.6567214,2.6235647,0.5512071,0.43595716,0.8071852,2.587663,2.5884306,0.589289,MDD
0.5160948038101196,0.3425644636154175,401.2327270507813,0.2498148083686828,20.02541732788086,15.494571685791016,401.0173645019531,0.5037636756896973,0.38654017,1.8347504,2.5874898,0.56134355,0.685654,0.783769,2.5868063,2.5767498,0.47367054,MDD
0.4380614161491394,0.382068932056427,420.124755859375,0.2869029641151428,20.47674560546875,19.596399307250977,419.297119140625,0.4405533969402313,0.6350597,1.3051097,2.6065512,0.5860172,0.560881,0.8122165,2.6157804,2.6071935,0.5986061,MDD
0.5070865750312805,0.4160288572311401,324.6519775390625,0.2854256927967071,18.011545181274414,15.451770782470703,324.415771484375,0.4140228033065796,0.53938955,1.4762845,2.585978,0.51023257,0.55230933,0.7163361,2.5973237,2.6281602,0.56328565,MDD
0.4412553012371063,0.4022828638553619,300.768798828125,0.2755289077758789,17.32856559753418,23.78997611999512,300.2791748046875,0.4577349126338959,0.6570233,1.1690515,2.4900873,0.48893088,0.47185767,0.86749774,2.441431,2.6144292,0.5990557,MDD
0.5234336256980896,0.4131550192832947,251.78903198242188,0.2929575145244598,15.857025146484377,19.94225311279297,251.4452362060547,0.4278099536895752,0.6416525,1.3228004,2.5832784,0.45703056,0.55744576,0.8110758,2.5349905,2.5822418,0.5038493,MDD
0.5660499930381775,0.4039953052997589,395.7967224121094,0.2470537424087524,19.88701438903809,16.179285049438477,395.4933166503906,0.4342747330665588,0.62847763,0.45735374,2.588367,0.62857985,0.5379132,0.7366837,2.5440204,2.632161,0.61894435,MDD
0.5347758531570435,0.3969940841197967,290.0887756347656,0.2811128795146942,17.0194034576416,17.655746459960938,289.6600952148437,0.4691953659057617,0.60911393,1.1362641,2.5650046,0.54938215,0.48905915,0.84091204,2.564194,2.6128204,0.49669522,MDD
0.6027671098709106,0.3542390167713165,307.36260986328125,0.2664692103862762,17.51422119140625,18.728214263916016,306.7479553222656,0.4880249798297882,0.48324007,0.9580812,2.558547,0.52745587,0.5312987,0.8018559,2.5615,2.611313,0.50158083,MDD
0.4858686029911041,0.3643891513347626,280.9649353027344,0.2822405397891998,16.781021118164062,15.246864318847656,281.6026916503906,0.4577569663524627,0.5825555,1.5610205,2.5877643,0.62747556,0.511534,0.79998255,2.548111,2.6162534,0.57971054,MDD
0.5205062627792358,0.4644912779331207,191.6305694580078,0.2966035604476928,13.829919815063477,12.074139595031738,191.2666931152344,0.5451670289039612,0.5363011,0.9475186,2.5986981,0.6155034,0.46519578,0.8621213,2.6267743,2.6129093,0.62653387,MDD
0.5042614936828613,0.5199891924858093,321.3029479980469,0.2832840979099273,17.917753219604492,15.578277587890623,321.0458679199219,0.5255719423294067,0.60115826,1.6154381,2.6078632,0.4867059,0.61279356,0.79673123,2.5787125,2.6107314,0.5044563,MDD
0.4884026050567627,0.4557787477970123,279.0184020996094,0.265034407377243,16.687158584594727,16.336078643798828,278.46124267578125,0.7219031453132629,0.68303263,1.312396,2.5606465,0.49398816,0.4894895,0.86038095,2.5390677,2.6146073,0.564999,MDD
0.4616138339042663,0.337942510843277,336.9487609863281,0.2623287439346313,18.34237098693848,22.732715606689453,336.4425964355469,0.4396950900554657,0.41812587,1.042728,2.5236068,0.5565578,0.45600942,0.78535974,2.6098683,2.6020432,0.46314973,MDD
0.4791377782821655,0.3293527066707611,371.3092956542969,0.2794612348079681,19.255001068115234,23.642587661743164,370.7550964355469,0.4078045189380646,0.48273256,1.8889707,2.6062374,0.5363984,0.6002915,0.83603877,2.6140842,2.610735,0.57755476,MDD
0.5818135142326355,0.5407875776290894,332.5154724121094,0.3131560981273651,18.216768264770508,21.85845184326172,331.8506774902344,0.6859460473060608,0.6075375,1.3599842,2.611227,0.46793652,0.47531408,0.8143928,2.6186957,2.6072626,0.5629693,MDD
0.5217769145965576,0.518691897392273,265.6483764648437,0.2853600084781647,16.283016204833984,18.4713191986084,265.1366271972656,0.5539196729660034,0.485418,1.3162051,2.5266407,0.5654599,0.5311605,0.8756848,2.5750153,2.6044767,0.44413868,MDD
0.6008976697921753,0.3506170809268951,305.0295104980469,0.2713186740875244,17.45697021484375,20.5839958190918,304.7458190917969,0.4690642058849334,0.5268674,0.6296177,2.4986234,0.6543037,0.56258214,0.80712265,2.4874563,2.5874972,0.45331582,MDD
1.098208785057068,1.1420457363128662,27.30684280395508,0.6545506119728088,5.420247554779053,49.86262512207031,29.37908172607422,0.8828776478767395,0.33642834,-0.37580737,2.6969726,0.5849579,0.36331213,1.0242981,2.692053,2.6966312,0.39313784,MDD
0.6473275423049927,0.5508317947387695,9.109319686889648,0.339063286781311,3.0227646827697754,6.96012020111084,9.137106895446776,0.5114444494247437,0.591954,1.1249961,2.586577,0.63907135,0.53271747,0.9820539,2.5922048,2.5990772,0.5287954,MDD
0.7507113814353943,0.5717406272888184,8.24599552154541,0.3479494452476501,2.868919849395752,3.923074245452881,8.230701446533203,0.4951454401016235,0.5074518,1.6219534,2.6488137,0.61989456,0.7156834,1.0135442,2.6604888,2.6417286,0.5015311,MDD
0.5990369319915771,0.6281327605247498,7.168816089630127,0.3987676203250885,2.682703018188477,6.202415466308594,7.196895122528076,0.5689523816108704,0.6691582,0.18647064,2.593818,0.44346002,0.6377455,1.0307977,2.5738294,2.64202,0.6894266,MDD
0.6152045130729675,0.5249581933021545,11.700138092041016,0.3449486792087555,3.418144941329956,9.09210205078125,11.683714866638184,0.5715017914772034,0.6123948,0.31732765,2.5255132,0.52045685,0.6789448,0.9807552,2.60561,2.6148963,0.6797077,MDD
0.4737545847892761,0.4918355345726013,17.121864318847656,0.3673111498355865,4.138480186462402,7.322963237762451,17.12701988220215,0.5594896078109741,0.54531825,1.4145958,2.5355394,0.51771146,0.61655104,0.9734979,2.500908,2.5713272,0.4039728,MDD
0.4384712874889374,0.5149252414703369,12.125065803527832,0.4537253379821777,3.486502170562744,6.541791915893555,12.1556978225708,0.5993424654006958,0.45772228,0.9320891,2.604436,0.47546598,0.5281584,1.003336,2.5975075,2.6336503,0.4389309,MDD
0.6252275109291077,0.6017927527427673,7.005490303039551,0.3781117498874664,2.645937442779541,7.60658073425293,7.000985145568848,0.6340285539627075,0.60109895,0.6481493,2.6438656,0.6502615,0.54925936,1.0091605,2.6186657,2.6438255,0.52036303,MDD
0.5677218437194824,0.627910852432251,8.096006393432617,0.3792906105518341,2.8612751960754395,4.762823104858398,8.186896324157715,0.5456469655036926,0.5093898,0.8109488,2.6288552,0.3744146,0.57879704,1.0062048,2.6216743,2.4126198,0.64432406,MDD
0.6116860508918762,0.5654782056808472,6.748814582824707,0.4479195773601532,2.595383405685425,4.793236255645752,6.7360148429870605,0.5123410820960999,0.61874676,1.2800431,2.569733,0.46365368,0.65244395,0.9961811,2.6041574,2.5711408,0.5870136,MDD
0.7161216139793396,0.540326714515686,7.998648643493652,0.3606047034263611,2.825364112854004,5.284753799438477,7.982682228088379,0.5276966691017151,0.70973724,0.944832,2.5713983,0.5012346,0.7494305,0.99824995,2.602625,2.6504693,0.60487854,MDD
0.605840265750885,0.5491377711296082,5.043555736541748,0.3979704976081848,2.2507195472717285,5.211894989013672,5.065738201141357,0.5525867938995361,0.5920474,1.1621352,2.6151743,0.72402894,0.65382445,0.9854212,2.6489208,2.5289996,0.67405117,MDD
0.6138437390327454,0.5609685778617859,6.365972518920898,0.3435926437377929,2.585056066513061,4.889716148376465,6.682514667510986,0.5162728428840637,0.6190048,1.114006,2.628747,0.41532874,0.48303106,1.0023772,2.6551042,2.6208544,0.60433,MDD
0.6283431053161621,0.6142923831939697,8.127891540527344,0.3292957544326782,2.924208164215088,5.670562744140625,8.550993919372559,0.5555899143218994,0.5336119,0.90298885,2.6036847,0.6656403,0.693758,1.019544,2.6433187,2.6263063,0.59715456,MDD
0.5882241725921631,0.5625146627426147,6.798893451690674,0.3448165357112884,2.608494758605957,5.0039825439453125,6.804244518280029,0.4859233498573303,0.49354082,0.7293818,2.6000617,0.7093968,0.73428947,1.016715,2.64753,2.6068633,0.69944036,MDD
0.6234865784645081,0.5704177618026733,8.299571990966797,0.3560689687728882,2.8797709941864014,7.077553749084473,8.29308032989502,0.5422946810722351,0.55334365,1.2395744,2.623827,0.6717284,0.56863207,1.0106944,2.6465447,2.670773,0.63014185,MDD
0.627479076385498,0.6986331343650818,5.765075206756592,0.4327521920204162,2.4043593406677246,6.228114128112793,5.780944347381592,0.6799934506416321,0.82364255,1.0260351,2.6442564,0.53942156,0.62865126,1.0192668,2.6736565,2.6127846,0.70728153,MDD
0.6355425715446472,0.623953104019165,6.946871757507324,0.403628408908844,2.6396443843841557,5.64204216003418,6.967722892761231,0.5600178241729736,0.7518482,1.0483063,2.633473,0.55462617,0.68745995,0.9973409,2.6492,2.6289575,0.49513686,MDD
0.6188545227050781,0.5450037121772766,7.310530185699463,0.4097651243209839,2.7290594577789307,5.340168952941895,7.447765827178955,0.540940523147583,0.72465473,1.54527,2.6440213,0.45900714,0.5130628,0.99896103,2.5977917,2.638032,0.7041459,MDD
0.5950425863265991,0.5317429304122925,7.200214385986328,0.4377733170986175,2.700779676437378,6.827415943145752,7.294210433959961,0.5787645578384399,0.6870952,0.91211987,2.5726192,0.6844842,0.56497157,0.9786113,2.578645,2.5325222,0.6326642,MDD
0.5673233270645142,0.5869424939155579,6.208233833312988,0.4115499258041382,2.57611346244812,6.076476097106934,6.636360168457031,0.6198959350585938,0.37594518,1.2648349,2.6072073,0.7105496,0.44837728,1.0229018,2.6011899,2.6566184,0.6894123,MDD
0.7025734186172485,0.5573031306266785,7.222865581512451,0.3832061886787414,2.6850123405456543,4.787050247192383,7.209290981292725,0.5597435832023621,0.6846132,1.5356379,2.608785,0.58331525,0.59355253,1.001015,2.606454,2.6389909,0.7193827,MDD
0.6435447931289673,0.5572513937950134,5.988214492797852,0.4122169017791748,2.4450972080230717,4.654366493225098,5.978500843048096,0.5019217133522034,0.5728218,1.0506626,2.6177573,0.41929063,0.5195249,0.972735,2.6471176,2.6293163,0.591324,MDD
0.620549738407135,0.5588470101356506,6.6511006355285645,0.4021645188331604,2.576424121856689,6.0829267501831055,6.637961864471436,0.5177083611488342,0.44481197,1.467194,2.6886475,0.62123215,0.5652341,1.0295502,2.5837474,2.668555,0.7251838,MDD
0.5813769102096558,0.5435414910316467,5.667632579803467,0.4117858707904815,2.3791656494140625,5.086893081665039,5.66042947769165,0.5518059730529785,0.5506181,0.9348052,2.5687284,0.6059093,0.57412326,0.96738225,2.5872166,2.606398,0.361292,MDD
0.6057197451591492,0.6161200404167175,6.152759075164795,0.4019580781459808,2.483487129211426,5.6681084632873535,6.167708873748779,0.5402094125747681,0.63876754,1.1426716,2.6728404,0.80166763,0.70188165,1.0062171,2.6837058,2.6151063,0.73292553,MDD
0.6284213066101074,0.5922611355781555,8.519515991210938,0.3367325663566589,2.93647837638855,5.8535990715026855,8.622905731201172,0.5474360585212708,0.57076037,0.7766273,2.621313,0.6986674,0.31346017,0.9987561,2.6759691,2.624545,0.48821685,MDD
0.6385380029678345,0.5895969271659851,6.329094409942627,0.4251770973205566,2.530186176300049,6.399551868438721,6.40184211730957,0.5430058240890503,0.65907675,1.4980881,2.615162,0.626714,0.6096729,1.0273855,2.605144,2.6416726,0.75542647,MDD
0.6329677104949951,0.5188668966293335,6.350854873657227,0.3815390467643738,2.55600643157959,5.024686813354492,6.533169269561768,0.573215126991272,0.6495905,0.7487092,2.5995178,0.68715596,0.512663,0.9719782,2.6475618,2.6336305,0.4506221,MDD
0.6257016658782959,0.578024685382843,9.775230407714844,0.3930323123931885,3.1284096240997314,4.907078742980957,9.786947250366213,0.5670050382614136,0.5696749,1.17938,2.620475,0.5630853,0.50918376,1.0031805,2.544477,2.626363,0.60767853,MDD
0.6725239157676697,0.6384063959121704,8.899612426757812,0.3866890966892242,3.0165441036224365,5.732915878295898,9.09953784942627,0.5633073449134827,0.49829257,0.6887768,2.6098485,0.5257778,0.44879112,1.0297035,2.6110005,2.6158066,0.67264605,MDD
0.638667106628418,0.5673100352287292,8.571292877197266,0.3591117560863495,2.995885133743286,4.872967720031738,8.97532844543457,0.6369275450706482,0.6858393,1.2607267,2.544457,0.6881436,0.48732823,1.0001377,2.4943044,2.6483312,0.4636027,MDD
0.482458233833313,0.4808032214641571,33.225067138671875,0.3344511687755584,5.783340930938721,7.795208930969238,33.4470329284668,0.5623509883880615,0.6067543,1.1905462,2.5096512,0.5488721,0.4973873,0.9556191,2.6589437,2.5845761,0.43748152,MDD
0.5171089768409729,0.5610998868942261,9.442635536193848,0.3930660784244537,3.079777479171753,5.051275253295898,9.485029220581056,0.5458469390869141,0.48758805,1.4172684,2.6003385,0.46718726,0.5842376,0.99985874,2.5665364,2.5958529,0.63021815,MDD
0.5602049231529236,0.5950441956520081,7.367417812347412,0.3718514144420624,2.7208175659179688,7.44053840637207,7.402848720550537,0.530247688293457,0.55584985,1.2235544,2.5834205,0.65328836,0.56732875,1.0260696,2.6551547,2.5671947,0.54446554,MDD
0.5488542914390564,0.550460696220398,6.630560398101807,0.4193018674850464,2.5726687908172607,5.571718215942383,6.618625164031982,0.5025182962417603,0.6126424,1.4995958,2.566095,0.7738821,0.5104636,0.98087555,2.612446,2.638635,0.5890129,MDD
0.5813111662864685,0.43085378408432,34.12546157836914,0.314450055360794,5.836035251617432,6.897318840026856,34.05930709838867,0.5116330981254578,0.39344177,1.2402246,2.6077764,0.48092774,0.4659047,0.8488316,2.5682523,2.5336397,0.5486282,MDD
0.6947757601737976,0.5859330892562866,5.139914512634277,0.3960270881652832,2.270303249359131,4.782005786895752,5.154276847839356,0.6065697073936462,0.72737944,1.6173462,2.6071353,0.67124057,0.5581271,0.9950774,2.6122184,2.640779,0.58256465,MDD
0.6047742962837219,0.5911585688591003,6.995123863220215,0.3676685392856598,2.646146535873413,5.639302730560303,7.002091884613037,0.5076277852058411,0.5345811,1.1488428,2.685971,0.59471625,0.6071254,1.0079392,2.6816506,2.6220653,0.6425868,MDD
0.7445869445800781,1.0690619945526123,70.51535034179688,0.3483439087867737,8.943445205688477,35.46128463745117,79.98521423339844,1.0742532014846802,0.5008048,-0.84234047,2.6956804,0.46611822,0.1566706,1.0182056,2.6616435,2.6926568,0.21096836,MDD
0.6843797564506531,0.6407932043075562,26.00013732910156,0.4143596589565277,5.116219520568848,6.842970371246338,26.175701141357425,0.5981612801551819,0.66946346,0.12278758,2.6415198,0.51696914,0.57918906,1.0124911,2.605419,2.6716862,0.64086086,MDD
0.6664136052131653,0.5473305583000183,25.91852760314941,0.4818398356437683,5.091737270355225,8.20876693725586,25.925790786743164,0.6434606909751892,0.63534594,1.0043205,2.6000752,0.56738275,0.6061001,0.94434744,2.626413,2.6437309,0.3769837,MDD
0.6120992302894592,0.6040666699409485,17.96683120727539,0.4667060971260071,4.288587093353272,5.852027416229248,18.391979217529297,0.6246746182441711,0.5502346,0.82238144,2.6522985,0.40499765,0.41102415,0.99075854,2.671389,2.6587853,0.4494197,MDD
0.5795818567276001,0.5969462394714355,28.515567779541016,0.4304426610469818,5.391740798950195,4.647007465362549,29.07086753845215,0.7219083905220032,0.6665185,0.6510705,2.631543,0.30552155,0.70681286,0.97447425,2.671792,2.6542845,0.57064897,MDD
0.6430087089538574,0.6112608909606934,25.30282974243164,0.4900663495063782,5.051250457763672,6.884808540344238,25.51513290405273,0.6324126720428467,0.39784992,0.03705253,2.5404632,0.6241307,0.54963535,0.9442225,2.635559,2.5265808,0.52213013,MDD
0.5996361374855042,0.7048251628875732,25.3934383392334,0.5310677289962769,5.064615726470947,7.378045082092285,25.650331497192383,0.6596195101737976,0.69284993,0.6782681,2.6517217,0.3159276,0.38954276,1.0063157,2.69322,2.638862,0.6361435,MDD
0.4722633957862854,0.3879967331886291,42.37681198120117,0.4784804880619049,6.5072221755981445,10.488473892211914,42.34394073486328,0.5114221572875977,0.30963624,1.391347,2.5879247,0.4166526,0.3175171,0.9103829,2.650777,2.5504446,0.4881066,MDD
0.5004349946975708,0.4257304966449737,49.45760726928711,0.3730295300483703,7.0263495445251465,11.646110534667969,49.36958694458008,0.4944530129432678,0.4394145,1.5821648,2.5643754,0.40556395,0.48524007,0.87972444,2.5224333,2.602099,0.33047798,MDD
0.4986653327941894,0.4381459355354309,32.81897735595703,0.4266521632671356,5.7266459465026855,7.715785026550293,32.79447555541992,0.4851016998291015,0.44012207,1.134038,2.5883532,0.60465956,0.4033509,0.8322101,2.5565932,2.6075974,0.54703856,MDD
0.5774124264717102,0.7419865727424622,18.678415298461918,0.5136585235595703,4.318134784698486,6.790720939636231,18.646286010742188,0.6438291668891907,0.508972,0.17679743,2.66858,0.48153406,0.6317036,1.0006915,2.6720817,2.595416,0.4972565,MDD
0.6624591946601868,0.5533012747764587,14.423479080200195,0.496666818857193,3.794418811798096,6.418329238891602,14.397613525390623,0.6108699440956116,0.64220464,0.49274153,2.6466572,0.6840413,0.5343584,0.95266396,2.654984,2.6269536,0.6192505,MDD
0.5772268772125244,0.6591845750808716,17.613183975219727,0.4270544648170471,4.210221767425537,6.817802906036377,17.725969314575195,0.6583516001701355,0.69697195,0.32604533,2.5874176,0.53742105,0.557285,0.9841293,2.5942416,2.458711,0.49525425,MDD
0.6099374294281006,0.6017086505889893,20.172090530395508,0.5215727686882019,4.495684623718262,7.287937641143799,20.211181640625,0.6338741183280945,0.52032477,0.44236174,2.5469608,0.56128544,0.56684214,0.99002033,2.6647537,2.6241279,0.3259666,MDD
0.6788967251777649,0.6179395318031311,19.733640670776367,0.4659124910831451,4.443267345428467,6.477461814880371,19.742624282836918,0.6399995684623718,0.5021785,0.7502013,2.6743526,0.27160597,0.65363014,0.9788195,2.6154947,2.6299956,0.584986,MDD
0.6433119177818298,0.6472755670547485,15.068673133850098,0.5494230389595032,3.896741151809693,7.452629566192627,15.18459129333496,0.6369118690490723,0.6643543,0.84948856,2.601981,0.24683578,0.64908934,0.9933438,2.6443703,2.640633,0.46967426,MDD
0.6522690653800964,0.6504461169242859,27.683507919311523,0.4319394528865814,5.329257488250732,5.773448944091797,28.400983810424805,0.7077829837799072,0.53502476,0.17205259,2.6476054,0.5679244,0.5286009,1.005419,2.6539977,2.6634903,0.4527673,MDD
0.6275656223297119,0.5952898263931274,18.56769561767578,0.4645112752914428,4.321008205413818,8.568496704101562,18.67111015319824,0.6274751424789429,0.6708567,1.4247051,2.5810788,0.73136854,0.6762932,1.0154434,2.667364,2.5993629,0.5399206,MDD
0.6060986518859863,0.5932278633117676,19.92981338500977,0.4590452313423157,4.5287766456604,7.368074417114258,20.50981712341309,0.5451067686080933,0.51961553,0.2332139,2.667879,0.43286905,0.6872373,0.965892,2.65524,2.5934105,0.67902654,MDD
0.548557460308075,0.7559998035430908,14.112247467041016,0.5296263694763184,3.766859769821167,7.415787696838379,14.189231872558594,0.6941009163856506,0.3756591,0.46714607,2.6805737,0.56273746,0.5668037,1.033956,2.6067047,2.6236491,0.54774064,MDD
0.6474725008010864,0.7187281250953674,20.34141540527344,0.4613488614559173,4.539182662963867,5.905073165893555,20.60417938232422,0.661980152130127,0.42474598,-0.08317638,2.6490154,0.7388134,0.6461961,0.9808628,2.6565156,2.6848407,0.49546126,MDD
0.6107644438743591,0.6276656985282898,16.832815170288086,0.5189037919044495,4.141539573669434,7.873688697814941,17.15235137939453,0.7392235994338989,0.36380026,0.6357533,2.6899297,0.1792686,0.54292804,0.96919507,2.6451676,2.4579673,0.69009095,MDD
0.5800501108169556,0.6948784589767456,24.25088119506836,0.4364227652549743,4.945368766784668,7.689742088317871,24.45667266845703,0.6252663135528564,0.55559856,0.043651685,2.6348705,0.73038083,0.6535719,1.0313911,2.6674879,2.550836,0.53715163,MDD
0.6798166036605835,0.6213666200637817,24.93293190002441,0.4207771718502044,4.989011287689209,8.398456573486328,24.89023208618164,0.678034245967865,0.5833817,0.3093985,2.6071265,0.5763806,0.6727395,1.0156883,2.6567926,2.641634,0.75891346,MDD
0.6357418894767761,0.6358239650726318,22.02849769592285,0.5092685222625732,4.705824851989746,8.553316116333008,22.14478874206543,0.6341885924339294,0.455246,1.015769,2.6245098,0.44967484,0.50613767,0.9912667,2.6756608,2.558142,0.7646583,MDD
0.7074689865112305,0.7110862731933594,76.28422546386719,0.2727725505828857,8.760242462158203,5.981693267822266,76.7418441772461,0.7083857655525208,0.6553485,0.17228879,2.6658907,0.6460055,0.6303084,0.9625124,2.6534142,2.6524417,0.57958996,MDD
0.6109310984611511,0.6806085109710693,37.83084487915039,0.4614582657814026,6.171196460723877,7.535812377929687,38.08366775512695,0.6498079299926758,0.52796566,0.8766192,2.6354597,0.3210999,0.67492026,0.99058765,2.6608868,2.6264625,0.6555985,MDD
0.442701905965805,0.3880285322666168,90.13362884521484,0.3944595158100128,9.556716918945312,9.175710678100586,91.33084106445312,0.4255483746528625,0.6154517,1.2898514,2.5865252,0.57560974,0.46313378,0.8689637,2.605125,2.5948656,0.5597788,MDD
0.4358065128326416,0.3812347054481506,76.89321899414062,0.3895221352577209,8.81287670135498,9.612722396850586,77.66680145263672,0.3457553088665008,0.305888,1.1380183,2.588451,0.5521775,0.5904977,0.8172768,2.5854428,2.6216745,0.60615766,MDD
0.5199616551399231,0.5157855153083801,26.526344299316406,0.4544150531291961,5.162357330322266,8.332757949829102,26.649932861328125,0.5994629859924316,0.66468954,0.33320498,2.623935,0.5179128,0.6102075,0.93807614,2.6410677,2.5597134,0.31451136,MDD
0.5335979461669922,0.5964043736457825,35.255897521972656,0.40279021859169,5.935739517211914,6.600828170776367,35.233001708984375,0.6048541069030762,0.5565329,0.30685413,2.6329627,0.43205798,0.7897206,0.95017916,2.6400633,2.5709605,0.43727392,MDD
0.4608413577079773,0.4656198620796203,64.88798522949219,0.3665599822998047,8.057788848876953,7.468045711517334,64.92796325683594,0.6830359697341919,0.58864135,1.2185758,2.5759578,0.45538118,0.45311818,0.97041285,2.6742609,2.5917537,0.43850744,MDD
0.5705268979072571,0.5183375477790833,84.93230438232422,0.2914570868015289,9.210847854614258,7.395965576171875,84.8397216796875,0.8067747354507446,0.5774636,0.4388472,2.5838587,0.4698333,0.45796168,0.89196813,2.6465526,2.6021197,0.36855012,MDD
