A69,A109,A45,A77,A92,A89,A5,A85,label
0.6153104901313782,1.0187808275222778,1.0487060546875,0.5589005947113037,0.2551552355289459,310.95611572265625,1.046494483947754,0.8679804801940918,MDD
0.5684348940849304,0.4992402493953705,0.5870242714881897,0.5430032014846802,0.2661844491958618,187.4597625732422,0.6434990167617798,0.3826715350151062,MDD
0.5894525051116943,0.3749014437198639,0.4468937516212463,0.5408241152763367,0.3147415220737457,326.52557373046875,0.5439000725746155,0.4789946675300598,MDD
0.4500728845596313,0.3815252184867859,0.5137403607368469,0.4721683263778686,0.3036098778247833,337.9023742675781,0.4532331526279449,0.3639285266399383,MDD
0.5383520126342773,0.5437326431274414,0.4969371855258941,0.5593936443328857,0.3031486868858337,269.81402587890625,0.5764727592468262,0.4480201005935669,MDD
0.5891739130020142,0.4264682531356811,0.4731568694114685,0.4920895993709564,0.2710601985454559,305.5082397460937,0.4853051900863647,0.33987557888031,MDD
0.5564746260643005,0.3759911358356476,0.5182294845581055,0.6111199259757996,0.2921449840068817,312.9425354003906,0.6132383942604065,0.5317119359970093,MDD
0.4386744201183319,0.3643724322319031,0.4630110263824463,0.5121968984603882,0.2791202366352081,290.5334167480469,0.494196206331253,0.3811281323432922,MDD
0.5820692181587219,0.3088692128658294,0.4146832823753357,0.516481876373291,0.2850255072116852,325.8122863769531,0.5896115303039551,0.3451130986213684,MDD
0.5787191987037659,0.4171688258647918,0.4188004434108734,0.5113916993141174,0.2716324031352997,240.5995330810547,0.5267565250396729,0.3089458048343658,MDD
0.5206103324890137,0.3789661526679992,0.5172832608222961,0.5466365814208984,0.2773835957050323,282.0171813964844,0.6125644445419312,0.5263636112213135,MDD
0.4839980602264404,0.4217560887336731,0.5059062242507935,0.5219550132751465,0.2785448729991913,166.16098022460938,0.4803416430950165,0.3398902416229248,MDD
0.4676195681095123,0.3233108818531036,0.5276714563369751,0.5118257403373718,0.2821914553642273,431.2335205078125,0.5102085471153259,0.3650712966918945,MDD
0.3633803427219391,0.5145640969276428,0.499956339597702,0.4890223443508148,0.2730920016765594,330.2294921875,0.4953272342681885,0.3659001290798187,MDD
0.5377927422523499,0.4561643898487091,0.4846011698246002,0.5843770503997803,0.2987043857574463,107.4566421508789,0.6325896978378296,0.4593108892440796,MDD
0.6043870449066162,0.433893620967865,0.5597636699676514,0.5738709568977356,0.2854354381561279,96.70930480957033,0.5750793814659119,0.4629086256027221,MDD
0.4905420541763305,0.4343842566013336,0.5392498970031738,0.49554243683815,0.2905681431293487,281.8473815917969,0.6008874773979187,0.3841992020606994,MDD
0.543249785900116,0.5795325040817261,0.7318741083145142,0.4858362972736358,0.3024808168411255,243.75286865234372,0.6683402061462402,0.4080540239810943,MDD
0.4667162299156189,0.6017664074897766,0.6554610133171082,0.4892056286334991,0.3021544218063354,345.5867004394531,0.5187490582466125,0.3470214307308197,MDD
0.5292103886604309,0.3484966456890106,0.5330607295036316,0.5130799412727356,0.2871024310588836,247.3771514892578,0.570868194103241,0.4221878051757812,MDD
0.5080624222755432,0.5322623252868652,0.5598036646842957,0.5145286917686462,0.2980176508426666,310.0867614746094,0.5303676128387451,0.3446945548057556,MDD
0.5377747416496277,0.3448769450187683,0.3768436908721924,0.5383446216583252,0.2928043901920318,356.2879943847656,0.5030338168144226,0.3526414930820465,MDD
0.5160948038101196,0.3250418901443481,0.5037636756896973,0.5629605054855347,0.2498148083686828,401.0173645019531,0.541118860244751,0.4671200811862945,MDD
0.4380614161491394,0.4116701483726501,0.4405533969402313,0.4826706051826477,0.2869029641151428,419.297119140625,0.4626054763793945,0.2915312647819519,MDD
0.5070865750312805,0.3855373859405517,0.4140228033065796,0.5122132897377014,0.2854256927967071,324.415771484375,0.4663324058055877,0.2997839450836181,MDD
0.4412553012371063,0.4686275422573089,0.4577349126338959,0.5426701903343201,0.2755289077758789,300.2791748046875,0.5116648077964783,0.3988021314144134,MDD
0.5234336256980896,0.4810385704040527,0.4278099536895752,0.527946412563324,0.2929575145244598,251.4452362060547,0.4905906617641449,0.4338623881340027,MDD
0.5660499930381775,0.3494371771812439,0.4342747330665588,0.4867244660854339,0.2470537424087524,395.4933166503906,0.5064696073532104,0.3702656328678131,MDD
0.5347758531570435,0.3655982911586761,0.4691953659057617,0.5336088538169861,0.2811128795146942,289.6600952148437,0.5582514405250549,0.3670816719532013,MDD
0.6027671098709106,0.3701793849468231,0.4880249798297882,0.5626389980316162,0.2664692103862762,306.7479553222656,0.5130125284194946,0.3745745718479156,MDD
0.4858686029911041,0.3961092233657837,0.4577569663524627,0.5314368605613708,0.2822405397891998,281.6026916503906,0.51627516746521,0.3520821332931518,MDD
0.5205062627792358,0.5236708521842957,0.5451670289039612,0.545356810092926,0.2966035604476928,191.2666931152344,0.5452184677124023,0.407256007194519,MDD
0.5042614936828613,0.5405528545379639,0.5255719423294067,0.5700579285621643,0.2832840979099273,321.0458679199219,0.6098552942276001,0.3898204267024994,MDD
0.4884026050567627,0.3531943261623382,0.7219031453132629,0.5241991877555847,0.265034407377243,278.46124267578125,0.5090216398239136,0.363261878490448,MDD
