A1,A6,A15,A18,A25,A27,A28,A36,A47,A49,A53,A54,A62,A65,A71,A73,A76,A77,A79,A84,A88,A95,label
2.5249336,0.26412937,0.909674,0.34322724,2.5611851,0.26681218,1.0011536,0.22161518,0.5614223,2.5904257,0.6662498,0.2501406,2.8933885,0.6624281,0.5810954,2.607197,1.0514599,0.5303508,2.5547297,0.29731947,1.0009311,0.594588,MDD
2.49723,0.18641198,0.9264745,0.27521783,2.4829853,0.91232455,0.9807963,0.220465,0.5114991,2.5126767,0.5038564,0.21653984,2.5716953,0.64371014,0.56975275,2.5183501,0.9938667,0.330745,2.5441759,0.19583951,0.9857968,0.6952676,MDD
2.5616825,0.21698529,1.204811,0.20870647,2.537045,1.0196558,0.926302,0.20476007,0.57567054,2.4940557,0.5731383,0.1914233,3.063727,0.3489478,0.4952136,2.5119247,0.967418,0.71894217,2.4979572,0.2295393,0.97683924,0.6911771,MDD
2.5511866,0.13696529,0.35607773,0.23949307,2.5340927,0.5898554,0.99614775,0.22663581,0.54537755,2.4848888,0.68749106,0.23816149,2.9483197,0.5736505,0.5451379,2.607055,1.0226232,0.65172267,2.6136954,0.21476059,0.9122083,0.6330908,MDD
2.4887285,0.124329604,0.29721853,0.20390321,2.5387573,0.34984928,0.95761037,0.13832043,0.5890159,2.5726748,0.4870468,0.17971687,2.9574094,0.5309318,0.5176917,2.5944772,1.0199313,0.5173279,2.4279952,0.17373082,0.9286854,0.63515925,MDD
2.5806026,0.1670544,0.67989784,0.18715824,2.4910579,0.9771738,0.9724579,0.1750609,0.61282367,2.614169,0.6008978,0.21743415,3.128179,0.58474225,0.55088395,2.4318771,0.96490175,0.59854907,2.5349789,0.2631483,0.90010655,0.5238321,MDD
2.5225198,0.18680105,0.9801867,0.2514199,2.4867353,1.2305108,0.96306115,0.13199511,0.56652945,2.4946585,0.6270744,0.21130024,2.9536963,0.59407026,0.5401745,2.5317624,1.0442266,0.6113514,2.5130785,0.37126696,1.0454594,0.6141845,MDD
2.53352,0.21373482,1.2198637,0.3105877,2.617911,0.23034246,0.9840235,0.16506813,0.60754883,2.5664966,0.6380951,0.17419022,3.0103679,0.5419282,0.5360439,2.4826155,0.99600995,0.5860145,2.6294627,0.3557849,0.9826415,0.57639843,MDD
2.4227319,0.17298616,0.97904915,0.22074386,2.5419874,0.8079063,0.9267914,0.19667184,0.659795,2.5140705,0.66804326,0.15245458,3.0480819,0.6445381,0.5682077,2.5175796,1.0059196,0.6126995,2.5589025,0.28773418,0.93702716,0.61115396,MDD
2.5311217,0.14514604,1.2104877,0.24488209,2.5202339,0.88734156,0.89649135,0.16423911,0.58666146,2.609201,0.74634105,0.2163978,2.9591722,0.61898106,0.460144,2.4900029,0.9061031,0.5528447,2.4757395,0.20874459,0.9401786,0.6836322,MDD
2.472982,0.19410403,0.34078225,0.2624425,2.589372,0.39554745,0.9499418,0.1702771,0.53401875,2.5925817,0.6094379,0.23394616,2.904818,0.6113154,0.53156155,2.4599273,0.9243245,0.57487446,2.4596279,0.1779957,0.8399048,0.562634,MDD
2.5431006,0.16135247,0.9725434,0.2516114,2.5880435,0.46236864,0.9238871,0.18537165,0.5837642,2.5473769,0.6834727,0.22439644,2.6474695,0.5706477,0.531138,2.5302572,0.87985605,0.35446,2.5161443,0.16995583,0.80368984,0.6451788,MDD
2.597262,0.19752909,0.46574274,0.28620282,2.6052418,0.88411415,0.89519393,0.21531504,0.5480349,2.6306176,0.665906,0.21827006,2.8337522,0.49484912,0.5828227,2.6278927,0.85681987,0.71089154,2.6224115,0.19694085,0.76721895,0.5229074,MDD
2.5715008,0.20939535,0.8154175,0.28986925,2.4809856,0.9758474,0.9392381,0.2002529,0.54446876,2.6090534,0.6231998,0.15764064,3.0514321,0.61860543,0.60364026,2.5912874,0.829599,0.5674526,2.5668507,0.16826908,0.7827229,0.5404198,MDD
2.4852564,0.15989366,0.6409144,0.2030015,2.5275645,0.9751491,0.92780423,0.19437326,0.49363023,2.494886,0.63638836,0.19803165,2.8519526,0.5266893,0.5481501,2.5322316,0.9107149,0.5796424,2.5641718,0.16851012,0.94181514,0.5382818,MDD
2.5991173,0.2145089,1.43008,0.2969752,2.6080766,0.15773721,0.9539118,0.21871431,0.5888634,2.5999408,0.48530456,0.23023218,2.9042199,0.4722626,0.49865115,2.5356731,0.8865034,0.5439263,2.4778075,0.22614755,0.8749823,0.58699536,MDD
2.5183852,0.21874437,0.8295865,0.20839725,2.6063247,0.8082944,0.98832434,0.20348169,0.5965914,2.5836253,0.61990446,0.18510796,3.1762505,0.47095087,0.48672858,2.4878802,0.88696355,0.5313607,2.5889447,0.18423527,0.876769,0.45220506,MDD
2.5633354,0.25445908,1.0007313,0.18632287,2.4490304,0.60743904,0.9377412,0.18738972,0.5627196,2.6048243,0.6610492,0.16387291,2.9833841,0.5243719,0.47280243,2.506103,0.8835884,0.4827077,2.3708951,0.16386199,0.8553103,0.63130903,MDD
2.559118,0.2648357,1.0874496,0.25145563,2.3982148,0.73347723,0.91720587,0.20883994,0.5768453,2.55491,0.5601009,0.2913142,3.051829,0.4129344,0.5178924,2.3904052,0.92542225,0.5540967,2.540351,0.18059078,0.9489579,0.63616955,MDD
2.429172,0.19711441,0.58140516,0.25851694,2.4895105,0.8008395,1.0016495,0.1960573,0.53610206,2.557415,0.5755922,0.30494884,3.1828222,0.59075147,0.52475923,2.515891,0.95489407,0.6504973,2.5643964,0.19332474,0.9717578,0.5943918,MDD
2.5695245,0.29357618,1.3533552,0.23700036,2.5385652,0.5347401,0.9785054,0.34179258,0.6601192,2.5751648,0.41754487,0.26468897,3.1485004,0.5861125,0.64744955,2.5570965,0.9735419,0.3880109,2.5409307,0.31831527,1.0039877,0.7053841,MDD
2.5547695,0.262393,0.6032573,0.21267447,2.6097136,0.52757525,0.97487926,0.26381126,0.6579133,2.574139,0.567115,0.33192268,3.0099,0.58100337,0.62694985,2.5168853,0.9802639,0.54717875,2.528941,0.3191591,0.9689603,0.58509576,MDD
2.585749,0.19693749,0.30782562,0.28541335,2.623393,0.3321498,0.9838248,0.2521046,0.59248614,2.4947474,0.4820315,0.31545082,3.029838,0.6111629,0.57350063,2.4092627,0.90934366,0.47019428,2.576224,0.2792193,0.939263,0.5174568,MDD
2.6678827,0.28604382,0.3307669,0.22643037,2.6761274,0.58295006,0.90690124,0.1992511,0.35367757,2.6018782,0.5459766,0.13808633,2.8472555,0.32587174,0.44230035,2.684628,0.88630545,0.42337254,2.6737776,0.20260881,0.8857337,0.45559397,MDD
2.5836372,0.22796589,0.62556607,0.31956872,2.5621457,1.1587554,0.95858663,0.33558223,0.61137664,2.6327405,0.57039315,0.3296616,3.4308639,0.5074994,0.42912304,2.6153224,0.9532707,0.5354001,2.582834,0.39094818,0.99303013,0.44127887,MDD
2.6552923,0.21918263,1.2367696,0.2947393,2.6636968,0.44394025,0.96913004,0.23298988,0.5143943,2.6515603,0.43134513,0.26138896,3.5335224,0.404839,0.5093164,2.6514027,0.97275525,0.5644541,2.6777568,0.3110814,1.0336624,0.60312414,MDD
2.6348696,0.23754159,0.80489576,0.2802284,2.6399221,0.9516269,0.9603604,0.25709322,0.60019803,2.5532706,0.5110174,0.34915242,3.262877,0.5848027,0.55286944,2.5350468,0.97607017,0.50383127,2.638834,0.2929138,0.97355413,0.69301075,MDD
2.6908631,0.20577995,1.2360073,0.2148271,2.6600046,0.75853425,0.8783097,0.2884369,0.48394483,2.528172,0.45926473,0.19387472,3.2903495,0.43772838,0.48406428,2.625958,0.9752817,0.5033023,2.634277,0.3035823,0.9632059,0.6656051,MDD
2.6063132,0.21889907,0.9019058,0.21109182,2.55379,1.3417844,0.91849434,0.2553936,0.5159645,2.6368444,0.46850258,0.17098305,3.1430564,0.4790546,0.4151756,2.54211,0.8596261,0.6382236,2.6473238,0.32696292,0.9038273,0.56764966,MDD
2.6395836,0.29105023,1.6170204,0.21705283,2.5880313,1.1377126,0.93387634,0.2985955,0.37725636,2.6152637,0.4498237,0.32238996,2.7231011,0.56143653,0.534184,2.602423,0.8890738,0.35623848,2.645835,0.21811529,0.8860414,0.5733585,MDD
2.56626,0.1864244,0.80085063,0.19071771,2.583205,1.108792,0.9014142,0.3461653,0.50433606,2.6226637,0.5307788,0.2506142,2.9504373,0.5026877,0.4695029,2.6101074,0.8127302,0.5306941,2.672589,0.22559604,0.8739176,0.44599485,MDD
2.6359036,0.17173362,1.0006958,0.25344288,2.5942879,0.87660605,0.898971,0.2349115,0.32957962,2.6051705,0.41531053,0.27184027,3.353441,0.5140429,0.37499788,2.5193644,0.9477724,0.47731322,2.569513,0.31941724,0.96124494,0.5627456,MDD
2.6432607,0.18666601,0.79036486,0.24703078,2.6718001,0.6913038,0.91611475,0.23348053,0.45011902,2.5786402,0.524542,0.24055997,3.0397506,0.5482057,0.5349696,2.5287454,0.91385067,0.58632255,2.6762981,0.25546634,0.97264427,0.5753949,MDD
2.6742053,0.20957708,1.767567,0.25943014,2.6410728,1.2644664,0.955785,0.22383302,0.40929347,2.5849924,0.35037717,0.21802321,3.702304,0.40648842,0.61511916,2.646267,0.9734857,0.45039988,2.6468768,0.28090334,0.9757863,0.67489266,MDD
2.6136203,0.21629211,0.7891857,0.31171486,2.6725085,0.76180565,0.96426797,0.24349047,0.48838177,2.6468415,0.37677363,0.24173139,3.6453657,0.5791451,0.5201759,2.6717906,0.9443642,0.5130212,2.5325565,0.2532036,0.96539766,0.6520161,MDD
2.5604856,0.20202208,0.7533414,0.19226146,2.5558207,1.195994,0.9050018,0.22207962,0.5263549,2.5928328,0.47945276,0.20063813,3.1620915,0.5833743,0.5167389,2.5744307,0.8985128,0.5357763,2.4079947,0.2324569,0.9518603,0.4732586,MDD
2.5670843,0.25365502,1.3253164,0.347226,2.6289816,1.3737202,0.971997,0.2847716,0.5574476,2.6383677,0.61507934,0.3066766,3.3923192,0.5188395,0.28644425,2.651463,0.9397628,0.49233684,2.674931,0.3282161,0.9355886,0.3485127,MDD
2.677762,0.2869635,1.2516117,0.3138782,2.607347,1.3231858,0.89133924,0.2212304,0.48045588,2.5604367,0.4321328,0.20366336,3.2656834,0.5727639,0.45157963,2.6287696,0.9432049,0.5142059,2.6067944,0.3029344,0.94978255,0.44459778,MDD
2.623702,0.19649671,1.6212986,0.25069475,2.5690937,0.9153636,0.84727746,0.26863042,0.38884214,2.6254346,0.5060181,0.17204209,2.5087283,0.50793445,0.57167757,2.6058567,0.9242208,0.4965424,2.5525331,0.19907488,0.8530472,0.50386256,MDD
2.6880882,0.31595483,1.2551637,0.23474202,2.6582494,1.1088355,0.95581055,0.341356,0.40533307,2.6696897,0.35097927,0.29237047,3.4480164,0.60747445,0.56375724,2.6642292,0.9749034,0.54251903,2.672191,0.27165788,1.0007129,0.5149808,MDD
2.6540418,0.18822269,0.88175154,0.25663388,2.6417868,0.430163,0.9571176,0.22823521,0.54036987,2.5292315,0.6266,0.24555516,3.4892564,0.5946144,0.52805924,2.4758425,0.95700926,0.6397634,2.674081,0.36859322,0.9428656,0.6444845,MDD
2.6218567,0.29821518,0.8241867,0.18923067,2.5714705,1.5455825,0.91117287,0.24845958,0.4098448,2.5762038,0.5560301,0.22564957,3.2281685,0.45376912,0.47832134,2.6138542,0.85529643,0.5361441,2.6774278,0.28086495,0.949248,0.4920031,MDD
2.6657178,0.2758404,1.266597,0.27748024,2.6668372,1.3837392,0.9238174,0.28339523,0.5334464,2.3694541,0.52668977,0.28372627,3.4189355,0.36023796,0.4187142,2.5766673,0.9221693,0.56649673,2.6285586,0.275032,0.9483422,0.7182043,MDD
2.5990999,0.3386095,1.945574,0.22991583,2.4976969,1.0915449,0.91772133,0.2520661,0.41391984,2.6205125,0.4624962,0.24917936,3.1203346,0.4328006,0.55668974,2.619399,0.86327803,0.5931592,2.5603957,0.2944014,0.94735223,0.42283234,MDD
2.6120076,0.21618114,0.54349107,0.19066125,2.6112175,2.080018,0.8695408,0.2436962,0.5944956,2.6191127,0.5254406,0.24211736,2.7976913,0.33722386,0.4380694,2.5949867,0.88235384,0.5183788,2.6067927,0.23887575,0.9509697,0.7558203,MDD
2.667501,0.13607912,0.73676544,0.17107879,2.5957937,1.5672549,0.8410503,0.18999003,0.6361518,2.6246004,0.52529854,0.18348636,3.1088674,0.53191304,0.4221987,2.6002126,0.8690312,0.5900221,2.653544,0.270894,0.9655256,0.6045693,MDD
2.6711652,0.1960809,0.23165283,0.20505798,2.63069,0.63820827,0.8917272,0.23980308,0.5235893,2.6403108,0.49170387,0.21210617,3.31734,0.44185522,0.47841913,2.5816991,0.8854357,0.64663094,2.6614091,0.21352838,0.92699397,0.5935201,MDD
2.665463,0.22749436,1.5204641,0.15984453,2.625868,0.61858517,0.921813,0.2719334,0.55238545,2.567639,0.4071515,0.1822943,3.3195913,0.6353038,0.39729172,2.5590007,0.8769542,0.5153602,2.6797583,0.23194782,0.9453299,0.48721868,MDD
2.606884,0.17368819,1.0375688,0.13113058,2.6465545,1.2668327,0.91960084,0.25279665,0.5013602,2.5921187,0.486859,0.21683939,3.3936257,0.6118428,0.45220253,2.5498447,0.8895059,0.42002,2.6896534,0.18170787,0.958684,0.5762507,MDD
2.6808105,0.33607778,1.4449288,0.2708274,2.5279288,0.9577261,0.8785556,0.30872625,0.5718201,2.4059749,0.42045993,0.26944372,3.3264434,0.5415443,0.5046812,2.6056118,0.9551298,0.5726113,2.4850407,0.38290662,1.0081847,0.6778834,MDD
2.551844,0.1922821,1.353022,0.32939208,2.5993764,1.1365275,0.89731514,0.32808235,0.40781882,2.6042154,0.46997857,0.2125616,2.9373507,0.5068052,0.59848267,2.591843,0.8945484,0.6234096,2.6113286,0.2763645,0.9304199,0.5585632,MDD
2.6870813,0.1938645,0.22936659,0.16812757,2.660127,0.7393206,0.8872677,0.34086862,0.495436,2.6523535,0.32662857,0.22991475,3.4624128,0.6062557,0.5901802,2.6479528,0.9430709,0.604045,2.6828017,0.2526036,0.96587133,0.5606619,MDD
2.6568952,0.24031733,0.6143449,0.27443808,2.5728776,1.1114655,0.92183554,0.27702972,0.5878577,2.5785723,0.4855356,0.2678552,3.5259235,0.6059735,0.46186048,2.6506433,0.9865825,0.57730484,2.6204476,0.31411308,1.0062904,0.58298826,MDD
2.6826406,0.21102847,0.6161591,0.2135777,2.5332506,0.98603344,0.903609,0.26065934,0.5873655,2.5908098,0.48073474,0.2559805,3.1976032,0.4277716,0.42992753,2.6223745,0.9215323,0.6125871,2.6150122,0.27851683,0.92030907,0.68469,MDD
2.6649585,0.32742018,1.5751117,0.35699567,2.6378949,1.9431139,0.965326,0.3246126,0.46703666,2.4738817,0.55906075,0.3377168,3.5609064,0.6640127,0.5629144,2.5097175,0.95108324,0.6392086,2.5619984,0.3048163,0.9954615,0.63678837,MDD
2.52844,0.26618552,1.1900315,0.20061189,2.631031,0.88499635,0.8522313,0.2704565,0.6303017,2.6833918,0.5065859,0.21847574,2.9390516,0.5093184,0.35373414,2.622368,0.9372294,0.42622682,2.6687412,0.23409781,0.9550521,0.57432836,MDD
2.6391773,0.23953809,0.019714361,0.15357827,2.689627,0.7534202,0.95194256,0.3374557,0.4214151,2.5765154,0.17679279,0.2798439,3.5913267,0.37768543,0.52035236,2.6776729,0.9615135,0.5468792,2.6941714,0.20973888,0.94825834,0.52986574,MDD
2.6165268,0.2058037,0.75752133,0.2429164,2.6869893,1.4658085,0.94925725,0.31420156,0.5114538,2.6379983,0.4954318,0.2618355,3.5352187,0.5686955,0.62692523,2.659002,0.9927628,0.6445991,2.6963983,0.31073177,0.9942759,0.68563133,MDD
2.663651,0.16630577,-0.0741274,0.20770727,2.5994189,1.322815,0.93791044,0.24366665,0.59635246,2.6486812,0.58892745,0.26089448,3.3620706,0.49668843,0.6270542,2.615863,0.9159467,0.55795646,2.6868367,0.2703724,0.98164076,0.6124504,MDD
2.6468012,0.22755174,0.36600348,0.21908884,2.6601148,0.5690012,0.9506175,0.30081126,0.4798241,2.5757937,0.5442976,0.26399755,3.550626,0.61714405,0.52851963,2.6377258,0.9148208,0.65512854,2.6638894,0.23246594,1.0013729,0.6423673,MDD
2.6757836,0.24572954,0.8340755,0.29903063,2.6204019,1.271913,0.94263035,0.19242445,0.5320475,2.6423519,0.3980838,0.2759746,3.6195345,0.68825406,0.5572766,2.6503158,0.9345114,0.57427895,2.666827,0.2566363,0.9253747,0.5392843,MDD
2.679161,0.1770164,1.1780268,0.22873722,2.6907048,0.529458,0.91762865,0.23370935,0.3840844,2.562553,0.43911538,0.18907873,3.2459934,0.3694905,0.1484184,2.492822,0.89729947,0.6144816,2.6462884,0.254999,0.8853945,0.612031,MDD
2.6805866,0.096046306,0.957673,0.10789138,2.6764681,-0.27167273,0.9853422,0.193506,0.44189176,2.6765816,0.3172904,0.09424106,2.3472369,0.599158,0.69758284,2.687191,1.0549707,0.5019128,2.684026,0.17328542,1.0425297,0.28611547,MDD
2.6683414,0.14441912,-0.5658433,0.10415356,2.6540632,0.054185323,1.0046432,0.10006354,0.53803664,2.6573143,0.657701,0.107902184,3.5244918,0.16769627,0.62216693,2.6792328,1.0410568,0.45400184,2.6930492,0.11247912,1.0216998,0.30769387,MDD
2.6647654,0.18185206,0.5568829,0.20050356,2.6734653,0.6941666,1.0052856,0.29696676,0.6893421,2.55138,0.7005699,0.24235514,3.2527292,0.5861089,0.7106787,2.6984043,1.0559465,0.6851592,2.6252096,0.2954011,1.0529577,0.6411173,MDD
2.6727839,0.124334924,0.042107932,0.21943286,2.6605763,-0.33667213,0.9974039,0.24537335,0.5863886,2.639836,0.54924405,0.16593471,3.5869052,0.45813453,0.54647404,2.6661656,1.0375443,0.73713297,2.653708,0.27389666,1.0410429,0.6411459,MDD
2.599784,0.14855582,-0.10779613,0.3918187,2.6441016,0.10848424,0.96060735,0.29761505,0.5886274,2.655196,0.6458587,0.34931785,4.048901,0.2660821,0.5522916,2.6419284,1.038492,0.49271554,2.6269765,0.417554,1.007987,0.39140186,MDD
2.6293805,0.14006703,0.2688975,0.18770197,2.6923892,0.1618654,0.92323667,0.31359208,0.61231035,2.6565099,0.58231366,0.102769546,1.328621,0.62883496,0.6607675,2.68827,1.0427032,0.6146237,2.6941478,0.23573925,1.0432498,0.7858091,MDD
2.6388223,0.14111204,0.0038996688,0.2705848,2.6624856,1.5127457,0.9637455,0.35122406,0.61228114,2.6871605,0.68499696,0.2531058,3.9491236,0.3243491,0.69169295,2.6604474,1.0645689,0.5589007,2.6865337,0.39475167,1.0355945,0.54816365,MDD
2.6287606,0.10448218,1.0957493,0.36560276,2.6590939,0.06306521,0.9480137,0.32817203,0.51974905,2.5753345,0.4896345,0.23805106,3.9107943,0.2535808,0.6144888,2.6532736,1.0594646,0.632804,2.6256757,0.41064882,1.0602715,0.6977216,MDD
2.6631515,0.17654665,0.23739852,0.07603247,2.6512716,0.7676402,0.97579473,0.15856075,0.3019983,2.668653,0.48818934,0.09559072,2.571793,0.5287202,0.6932548,2.6724992,1.0525569,0.536671,2.680252,0.3814103,1.0501384,0.7035877,MDD
2.6815753,0.11826062,-0.22367443,0.08762529,2.67614,0.0047696214,0.961042,0.17567751,0.4385297,2.6812434,0.47180152,0.1471371,1.586433,0.5159528,0.569381,2.6758692,1.045525,0.732169,2.698196,0.113743305,1.0558343,0.5933536,MDD
2.6786993,0.06549431,0.10412231,0.02976363,2.674747,0.04145047,0.93453467,0.11302946,0.1885974,2.673633,0.23291475,0.07589322,1.3756266,0.69225127,0.5679711,2.6574178,1.0575379,0.80635643,2.6855197,0.15885091,1.0290774,0.51549107,MDD
2.6776328,0.14477555,-0.11443973,0.08314931,2.6414413,-0.024067298,0.9463037,0.2358643,0.46648955,2.6868238,0.60953987,0.31738573,3.5039093,0.50431967,0.57129353,2.6399543,1.0569868,0.49845913,2.6951454,0.20873071,1.0534862,0.57061476,MDD
2.6419344,0.1785873,0.14920025,0.3091932,2.5950222,0.523235,0.94221526,0.230131,0.49354166,2.550056,0.6179741,0.20525824,3.7728958,0.4320577,0.5045252,2.6904428,1.0776434,0.68636346,2.674485,0.39308247,1.0002649,0.6009287,MDD
2.679181,0.14891702,0.67561185,0.2504903,2.6508644,0.98030734,0.9435728,0.32377595,0.6934535,2.6827266,0.6640816,0.16332084,3.588205,0.4685113,0.56207913,2.6806774,1.0673782,0.729447,2.678138,0.24403605,1.0560597,0.5454374,MDD
2.6735394,0.12924549,0.10239379,0.05998764,2.6617918,0.49510226,0.9096884,0.11884891,0.2686059,2.6620722,0.48740897,0.09604889,1.7432417,0.5696404,0.5928452,2.6441305,1.0666974,0.6787721,2.682505,0.20060392,1.0239912,0.579608,MDD
2.6600425,0.09564607,-0.07792186,0.12524657,2.6843686,0.40623564,0.9490266,0.14298294,0.40487894,2.660208,0.5162311,0.103010796,1.8668001,0.6961885,0.35089466,2.6920326,1.0674281,0.64717585,2.6965299,0.07526657,1.0375148,0.3994774,MDD
2.639044,0.09547886,-0.28998396,0.08121554,2.6822128,0.08670447,0.9739499,0.19555399,0.36607924,2.6724436,0.51474655,0.11252975,3.2206583,0.5965094,0.6965704,2.674983,1.068496,0.59652203,2.689378,0.18279475,1.0617697,0.6272443,MDD
2.6732616,0.15862054,-0.019058617,0.056706417,2.6790714,-0.1238018,0.91646,0.098295994,0.20447066,2.6743858,0.3465577,0.06799127,1.0874248,0.63775474,0.55007786,2.6807673,1.0699005,0.61533916,2.684204,0.064187944,1.0267487,0.2601929,MDD
2.6854558,0.1561208,-0.15959217,0.09730244,2.6637394,-0.1609572,1.0292535,0.17087984,0.5249399,2.6805081,0.5869952,0.20129876,3.2433648,0.19934306,0.49340883,2.695459,1.0550766,0.46539629,2.6871238,0.11360565,1.0373123,0.47773147,MDD
2.6663268,0.27545238,1.0137433,0.21703222,2.6532595,-0.1283621,0.9875953,0.23254487,0.5277814,2.6765838,0.49858168,0.19573332,3.8345695,0.50615674,0.67228705,2.7021675,1.0356476,0.5160087,2.67975,0.38666716,1.040394,0.50121576,MDD
2.6768565,0.09246842,0.24021462,0.039875533,2.669789,-0.20366643,0.94880545,0.24849363,0.2943187,2.6613696,0.3884364,0.073492445,1.2871479,0.63209563,0.7097046,2.6825733,1.0338806,0.51759374,2.6920595,0.046914987,1.0637125,0.40075213,MDD
2.6660318,0.037720792,0.045899477,0.035117697,2.6752982,-0.43858376,0.98813295,0.16721644,0.37505525,2.674654,0.3793717,0.26446706,3.678094,0.45368186,0.35444617,2.681944,1.0797901,0.36664948,2.6430001,0.17324801,1.0463772,0.49826732,MDD
2.6673682,0.15757999,0.12241095,0.068992704,2.6554725,0.07116166,0.9688053,0.14883241,0.44901693,2.6835182,0.62515444,0.2510297,3.8075535,0.52202207,0.6797794,2.6894584,1.0511005,0.8106796,2.697061,0.10354719,1.0655848,0.633097,MDD
2.6720576,0.13880172,-0.03377628,0.11515404,2.67946,-0.08645149,0.9823154,0.2611085,0.668174,2.6797745,0.5866503,0.097955175,1.6553217,0.63853276,0.63878065,2.6936169,1.0581685,0.81521374,2.6932557,0.12876114,1.0595841,0.8348606,MDD
2.646626,0.17040156,0.83668935,0.13619484,2.6869607,0.20733126,1.00882,0.299907,0.4484164,2.6753583,0.67603904,0.24679612,3.6807585,0.29143912,0.20338933,2.656246,1.0388325,0.34964916,2.5758057,0.3661052,1.0481269,0.6506385,MDD
2.6561978,0.08072087,-0.45585692,0.1239086,2.687271,-0.09563834,0.982416,0.1628375,0.540739,2.6927843,0.55396974,0.18529905,2.6248145,0.7205135,0.53535324,2.6826515,1.0729011,0.7360898,2.6853895,0.22119415,1.0795517,0.54224217,MDD
2.6344182,0.11604154,0.28301746,0.36084777,2.6949039,0.41225013,0.9730589,0.3497802,0.58120286,2.6021013,0.5590304,0.10961224,3.7596362,0.5763738,0.6802816,2.6869974,1.0585208,0.79133743,2.576705,0.36884645,1.0452924,0.70032626,MDD
2.6629837,0.054468654,-0.027983267,0.07526673,2.683381,-0.11774132,1.0151119,0.08470838,0.34652346,2.680324,0.42499414,0.046204854,1.8136969,0.65745026,0.68271816,2.6790733,1.0644512,0.853213,2.6955495,0.106175765,1.0631276,0.60834897,MDD
2.6786587,0.094185375,0.17685576,0.022825945,2.6811662,-0.04024714,0.97970814,0.12592563,0.20906,2.6745431,0.2985069,0.034818694,1.0349928,0.55194634,0.5816403,2.6854167,1.0512143,0.5052238,2.6963336,0.043473482,1.017535,0.3010865,MDD
2.6874664,0.11350095,-0.12891224,0.07956406,2.6774204,-0.107269436,0.9899771,0.11720434,0.56072867,2.6834445,0.42503664,0.47147208,2.2679162,0.4779099,0.38350323,2.6948946,1.0750825,0.6152493,2.704051,0.033986848,1.0574193,0.5484918,MDD
2.6126223,0.21764123,0.3522941,0.31485945,2.674849,-0.36779726,0.99239695,0.2135014,0.57956856,2.6818714,0.5616336,0.33853313,3.891325,0.41799664,0.49359116,2.618412,1.041337,0.5932153,2.6918454,0.38941142,1.0603545,0.6512923,MDD
2.680635,0.09575309,0.14843576,0.03680711,2.6595814,0.9384951,0.9744939,0.19517311,0.2565912,2.6726136,0.4172371,0.116777755,2.5057287,0.37112004,0.35169923,2.680865,1.0352318,0.5144475,2.6829104,0.10092757,1.0475824,0.51469815,MDD
2.6782277,0.036222838,-0.28596404,0.044064444,2.6784675,-0.16814904,0.9392424,0.051283013,0.2003947,2.686857,0.3140844,0.050891865,1.2764261,0.66162795,0.65997505,2.6889608,1.0577033,0.6486111,2.692808,0.021934437,1.0181818,0.2799279,MDD
2.5965538,0.15493548,0.69357276,0.1682465,2.6489286,-0.27113095,0.9916179,0.20197397,0.53920484,2.6822255,0.57048887,0.28551462,3.8018832,0.1707217,0.5696868,2.6951404,1.0574541,0.5520715,2.6008022,0.27297637,1.0508924,0.6678321,MDD
2.6821027,0.15680796,1.3030776,0.03622256,2.6796923,-0.054961648,0.9261247,0.22284806,0.41104564,2.6738272,0.5678881,0.0572968,1.4460406,0.5929825,0.5240268,2.6839814,1.0512655,0.50215226,2.7019424,0.08395957,1.0519491,0.3940385,MDD
2.6643307,0.11404879,0.048323136,0.046797305,2.6773384,-0.0085407775,0.91659313,0.18975894,0.3755118,2.6706429,0.5114749,0.20637776,3.509375,0.50971663,0.3059224,2.6647758,1.056651,0.65129447,2.6870704,0.1193181,1.0439497,0.6031286,MDD
2.6750927,0.15872532,0.13380328,0.060038045,2.6822119,0.024143161,0.9372985,0.17270108,0.47207412,2.6644506,0.5127677,0.13576803,1.8929362,0.7108376,0.49111167,2.6858974,1.068047,0.87103164,2.691451,0.17212284,1.0246651,0.6131398,MDD
2.6247725,0.15691738,0.32528657,0.2177418,2.6657043,0.105373494,0.9075042,0.22925392,0.6166757,2.6177967,0.65370727,0.27620143,3.7446854,0.47151357,0.3151013,2.675117,1.0320673,0.5529599,2.548618,0.36009896,1.029628,0.6171396,MDD
2.6659455,0.11165573,-0.022171376,0.056928255,2.686238,-0.07714316,0.92722183,0.17722349,0.47834495,2.6440935,0.55843514,0.19979407,2.6220806,0.66508985,0.26029772,2.6912851,1.0461204,0.60979986,2.6860895,0.16977581,1.052902,0.6377396,MDD
2.6678069,0.20274565,-0.35931197,0.27275547,2.6566756,0.22172344,1.0006946,0.16654836,0.30631763,2.6718078,0.32349697,0.13934557,2.146556,0.46844065,0.40314528,2.697003,1.0011554,0.5127468,2.6522171,0.237092,1.0447398,0.472,MDD
2.6729362,0.17528458,0.04820492,0.47461104,2.665916,0.5589694,1.030536,0.26251,0.5587954,2.6662965,0.46830606,0.120584525,3.0700424,0.45076662,0.514765,2.6845713,1.0091089,0.53295267,2.5551963,0.28060403,1.0053637,0.6076584,MDD
