A69,A37,A90,A92,A91,A96,A89,A45,label
0.6153104901313782,0.4720456004142761,299.065185546875,0.2551552355289459,17.633947372436523,40.48088455200195,310.95611572265625,1.0487060546875,MDD
0.5684348940849304,0.4961782395839691,187.81326293945312,0.2661844491958618,13.691594123840332,12.312332153320312,187.4597625732422,0.5870242714881897,MDD
0.5894525051116943,0.4802841246128082,326.97235107421875,0.3147415220737457,18.070018768310547,15.148975372314451,326.52557373046875,0.4468937516212463,MDD
0.4500728845596313,0.4125890135765075,338.39849853515625,0.3036098778247833,18.38212013244629,17.742351531982422,337.9023742675781,0.5137403607368469,MDD
0.5383520126342773,0.354618638753891,270.280517578125,0.3031486868858337,16.426015853881836,16.91079330444336,269.81402587890625,0.4969371855258941,MDD
0.5891739130020142,0.411998987197876,305.59185791015625,0.2710601985454559,17.47879409790039,22.39480972290039,305.5082397460937,0.4731568694114685,MDD
0.5564746260643005,0.3920193910598755,313.2599182128906,0.2921449840068817,17.690181732177734,17.37818717956543,312.9425354003906,0.5182294845581055,MDD
0.4386744201183319,0.3329503834247589,291.0218505859375,0.2791202366352081,17.045040130615234,17.674484252929688,290.5334167480469,0.4630110263824463,MDD
0.5820692181587219,0.3128432035446167,325.8182373046875,0.2850255072116852,18.05027198791504,19.521530151367188,325.8122863769531,0.4146832823753357,MDD
0.5787191987037659,0.3570289313793182,239.7845764160156,0.2716324031352997,15.511271476745604,19.457983016967773,240.5995330810547,0.4188004434108734,MDD
0.5206103324890137,0.3678015470504761,281.865966796875,0.2773835957050323,16.793367385864258,15.353753089904783,282.0171813964844,0.5172832608222961,MDD
0.4839980602264404,0.4181376993656158,166.4258270263672,0.2785448729991913,12.890344619750977,16.93354606628418,166.16098022460938,0.5059062242507935,MDD
0.4676195681095123,0.3084520101547241,432.0898132324219,0.2821914553642273,20.766162872314453,22.86851119995117,431.2335205078125,0.5276714563369751,MDD
0.3633803427219391,0.4537613987922668,330.8465576171875,0.2730920016765594,18.172218322753903,15.332324981689451,330.2294921875,0.499956339597702,MDD
0.5377927422523499,0.4730819165706634,107.1731414794922,0.2987043857574463,10.366129875183104,14.316450119018556,107.4566421508789,0.4846011698246002,MDD
0.6043870449066162,0.5313770771026611,96.7304916381836,0.2854354381561279,9.834089279174805,17.807750701904297,96.70930480957033,0.5597636699676514,MDD
0.4905420541763305,0.3892277777194977,279.9389343261719,0.2905681431293487,16.788311004638672,18.379121780395508,281.8473815917969,0.5392498970031738,MDD
0.543249785900116,0.483756273984909,243.93499755859372,0.3024808168411255,15.612586975097656,23.237287521362305,243.75286865234372,0.7318741083145142,MDD
0.4667162299156189,0.6791885495185852,343.5404357910156,0.3021544218063354,18.589962005615234,16.897266387939453,345.5867004394531,0.6554610133171082,MDD
0.5292103886604309,0.4022349119186401,246.11294555664065,0.2871024310588836,15.728227615356444,19.609176635742188,247.3771514892578,0.5330607295036316,MDD
0.5080624222755432,0.4451648294925689,310.70819091796875,0.2980176508426666,17.60927963256836,21.783939361572266,310.0867614746094,0.5598036646842957,MDD
0.5377747416496277,0.3256566822528839,356.9357604980469,0.2928043901920318,18.875593185424805,19.04432678222656,356.2879943847656,0.3768436908721924,MDD
0.5160948038101196,0.3425644636154175,401.2327270507813,0.2498148083686828,20.02541732788086,15.494571685791016,401.0173645019531,0.5037636756896973,MDD
0.4380614161491394,0.382068932056427,420.124755859375,0.2869029641151428,20.47674560546875,19.596399307250977,419.297119140625,0.4405533969402313,MDD
0.5070865750312805,0.4160288572311401,324.6519775390625,0.2854256927967071,18.011545181274414,15.451770782470703,324.415771484375,0.4140228033065796,MDD
0.4412553012371063,0.4022828638553619,300.768798828125,0.2755289077758789,17.32856559753418,23.78997611999512,300.2791748046875,0.4577349126338959,MDD
0.5234336256980896,0.4131550192832947,251.78903198242188,0.2929575145244598,15.857025146484377,19.94225311279297,251.4452362060547,0.4278099536895752,MDD
0.5660499930381775,0.4039953052997589,395.7967224121094,0.2470537424087524,19.88701438903809,16.179285049438477,395.4933166503906,0.4342747330665588,MDD
0.5347758531570435,0.3969940841197967,290.0887756347656,0.2811128795146942,17.0194034576416,17.655746459960938,289.6600952148437,0.4691953659057617,MDD
0.6027671098709106,0.3542390167713165,307.36260986328125,0.2664692103862762,17.51422119140625,18.728214263916016,306.7479553222656,0.4880249798297882,MDD
0.4858686029911041,0.3643891513347626,280.9649353027344,0.2822405397891998,16.781021118164062,15.246864318847656,281.6026916503906,0.4577569663524627,MDD
0.5205062627792358,0.4644912779331207,191.6305694580078,0.2966035604476928,13.829919815063477,12.074139595031738,191.2666931152344,0.5451670289039612,MDD
0.5042614936828613,0.5199891924858093,321.3029479980469,0.2832840979099273,17.917753219604492,15.578277587890623,321.0458679199219,0.5255719423294067,MDD
0.4884026050567627,0.4557787477970123,279.0184020996094,0.265034407377243,16.687158584594727,16.336078643798828,278.46124267578125,0.7219031453132629,MDD
0.4616138339042663,0.337942510843277,336.9487609863281,0.2623287439346313,18.34237098693848,22.732715606689453,336.4425964355469,0.4396950900554657,MDD
0.4791377782821655,0.3293527066707611,371.3092956542969,0.2794612348079681,19.255001068115234,23.642587661743164,370.7550964355469,0.4078045189380646,MDD
0.5818135142326355,0.5407875776290894,332.5154724121094,0.3131560981273651,18.216768264770508,21.85845184326172,331.8506774902344,0.6859460473060608,MDD
0.5217769145965576,0.518691897392273,265.6483764648437,0.2853600084781647,16.283016204833984,18.4713191986084,265.1366271972656,0.5539196729660034,MDD
0.6008976697921753,0.3506170809268951,305.0295104980469,0.2713186740875244,17.45697021484375,20.5839958190918,304.7458190917969,0.4690642058849334,MDD
1.098208785057068,1.1420457363128662,27.30684280395508,0.6545506119728088,5.420247554779053,49.86262512207031,29.37908172607422,0.8828776478767395,MDD
0.6473275423049927,0.5508317947387695,9.109319686889648,0.339063286781311,3.0227646827697754,6.96012020111084,9.137106895446776,0.5114444494247437,MDD
0.7507113814353943,0.5717406272888184,8.24599552154541,0.3479494452476501,2.868919849395752,3.923074245452881,8.230701446533203,0.4951454401016235,MDD
0.5990369319915771,0.6281327605247498,7.168816089630127,0.3987676203250885,2.682703018188477,6.202415466308594,7.196895122528076,0.5689523816108704,MDD
0.6152045130729675,0.5249581933021545,11.700138092041016,0.3449486792087555,3.418144941329956,9.09210205078125,11.683714866638184,0.5715017914772034,MDD
0.4737545847892761,0.4918355345726013,17.121864318847656,0.3673111498355865,4.138480186462402,7.322963237762451,17.12701988220215,0.5594896078109741,MDD
0.4384712874889374,0.5149252414703369,12.125065803527832,0.4537253379821777,3.486502170562744,6.541791915893555,12.1556978225708,0.5993424654006958,MDD
0.6252275109291077,0.6017927527427673,7.005490303039551,0.3781117498874664,2.645937442779541,7.60658073425293,7.000985145568848,0.6340285539627075,MDD
0.5677218437194824,0.627910852432251,8.096006393432617,0.3792906105518341,2.8612751960754395,4.762823104858398,8.186896324157715,0.5456469655036926,MDD
0.6116860508918762,0.5654782056808472,6.748814582824707,0.4479195773601532,2.595383405685425,4.793236255645752,6.7360148429870605,0.5123410820960999,MDD
0.7161216139793396,0.540326714515686,7.998648643493652,0.3606047034263611,2.825364112854004,5.284753799438477,7.982682228088379,0.5276966691017151,MDD
0.605840265750885,0.5491377711296082,5.043555736541748,0.3979704976081848,2.2507195472717285,5.211894989013672,5.065738201141357,0.5525867938995361,MDD
0.6138437390327454,0.5609685778617859,6.365972518920898,0.3435926437377929,2.585056066513061,4.889716148376465,6.682514667510986,0.5162728428840637,MDD
0.6283431053161621,0.6142923831939697,8.127891540527344,0.3292957544326782,2.924208164215088,5.670562744140625,8.550993919372559,0.5555899143218994,MDD
0.5882241725921631,0.5625146627426147,6.798893451690674,0.3448165357112884,2.608494758605957,5.0039825439453125,6.804244518280029,0.4859233498573303,MDD
0.6234865784645081,0.5704177618026733,8.299571990966797,0.3560689687728882,2.8797709941864014,7.077553749084473,8.29308032989502,0.5422946810722351,MDD
0.627479076385498,0.6986331343650818,5.765075206756592,0.4327521920204162,2.4043593406677246,6.228114128112793,5.780944347381592,0.6799934506416321,MDD
0.6355425715446472,0.623953104019165,6.946871757507324,0.403628408908844,2.6396443843841557,5.64204216003418,6.967722892761231,0.5600178241729736,MDD
0.6188545227050781,0.5450037121772766,7.310530185699463,0.4097651243209839,2.7290594577789307,5.340168952941895,7.447765827178955,0.540940523147583,MDD
0.5950425863265991,0.5317429304122925,7.200214385986328,0.4377733170986175,2.700779676437378,6.827415943145752,7.294210433959961,0.5787645578384399,MDD
