A69,A109,A45,A77,A92,A89,A5,A85,A53,A59,A71,A35,A83,A65,A47,label
0.6283431053161621,0.5606502890586853,0.5555899143218994,0.6323421001434326,0.3292957544326782,8.550993919372559,0.6370026469230652,0.6075209975242615,0.5336119,0.5145699,0.6656403,0.47913367,0.39933684,0.59715456,0.52563816,MDD
0.5882241725921631,0.5888339877128601,0.4859233498573303,0.5313160419464111,0.3448165357112884,6.804244518280029,0.6373980641365051,0.5955145955085754,0.49354082,0.49009666,0.7093968,0.7045656,0.6943979,0.69944036,0.52716625,MDD
0.6234865784645081,0.6466187834739685,0.5422946810722351,0.5739598870277405,0.3560689687728882,8.29308032989502,0.6147702932357788,0.5709292888641357,0.55334365,0.6102767,0.6717284,0.50871974,0.62215835,0.63014185,0.46241125,MDD
0.627479076385498,0.6927448511123657,0.6799934506416321,0.5557830929756165,0.4327521920204162,5.780944347381592,0.6923903226852417,0.7344582080841064,0.82364255,0.48477343,0.53942156,0.533313,0.5303024,0.70728153,0.6254534,MDD
0.6355425715446472,0.6290341019630432,0.5600178241729736,0.5814169645309448,0.403628408908844,6.967722892761231,0.6703910231590271,0.5425714254379272,0.7518482,0.5873296,0.55462617,0.6051706,0.40817213,0.49513686,0.40056363,MDD
0.6188545227050781,0.5842203497886658,0.540940523147583,0.6335235834121704,0.4097651243209839,7.447765827178955,0.6490709185600281,0.6153417229652405,0.72465473,0.43029967,0.45900714,0.677903,0.6128712,0.7041459,0.5518543,MDD
0.5950425863265991,0.598476767539978,0.5787645578384399,0.5992505550384521,0.4377733170986175,7.294210433959961,0.6758948564529419,0.6339869499206543,0.6870952,0.58425623,0.6844842,0.52383566,0.76649183,0.6326642,0.62684184,MDD
0.5673233270645142,0.5809968709945679,0.6198959350585938,0.6267071962356567,0.4115499258041382,6.636360168457031,0.6372063755989075,0.6000133752822876,0.37594518,0.52814245,0.7105496,0.48501515,0.5503188,0.6894123,0.45170444,MDD
0.7025734186172485,0.6415594816207886,0.5597435832023621,0.7337826490402222,0.3832061886787414,7.209290981292725,0.7192270755767822,0.5453019738197327,0.6846132,0.5513503,0.58331525,0.65945894,0.55346584,0.7193827,0.52731115,MDD
0.6435447931289673,0.6487294435501099,0.5019217133522034,0.7249688506126404,0.4122169017791748,5.978500843048096,0.7142552733421326,0.6170957684516907,0.5728218,0.602473,0.41929063,0.54616123,0.64448637,0.591324,0.6113135,MDD
0.620549738407135,0.5620660781860352,0.5177083611488342,0.638020396232605,0.4021645188331604,6.637961864471436,0.6353455781936646,0.5344073176383972,0.44481197,0.5235257,0.62123215,0.48351803,0.62692285,0.7251838,0.5850505,MDD
0.5813769102096558,0.5751650333404541,0.5518059730529785,0.6037805676460266,0.4117858707904815,5.66042947769165,0.6611734628677368,0.5613635778427124,0.5506181,0.5474456,0.6059093,0.46032777,0.69856185,0.361292,0.63201696,MDD
0.6057197451591492,0.5989468097686768,0.5402094125747681,0.6347227692604065,0.4019580781459808,6.167708873748779,0.6192466020584106,0.6297850608825684,0.63876754,0.6064368,0.80166763,0.47290117,0.67465544,0.73292553,0.58915854,MDD
0.6284213066101074,0.6100813150405884,0.5474360585212708,0.6405498385429382,0.3367325663566589,8.622905731201172,0.6666501760482788,0.5290499329566956,0.57076037,0.53809464,0.6986674,0.20064707,0.72333336,0.48821685,0.62702626,MDD
0.6385380029678345,0.6428308486938477,0.5430058240890503,0.5982950329780579,0.4251770973205566,6.40184211730957,0.6244227290153503,0.5915976166725159,0.65907675,0.7104365,0.626714,0.6061312,0.6288925,0.75542647,0.65674627,MDD
0.6329677104949951,0.5585938692092896,0.573215126991272,0.6027240753173828,0.3815390467643738,6.533169269561768,0.6407002210617065,0.5499975085258484,0.6495905,0.60005444,0.68715596,0.36352503,0.50896287,0.4506221,0.29387602,MDD
0.6257016658782959,0.5895174145698547,0.5670050382614136,0.6508244872093201,0.3930323123931885,9.786947250366213,0.6291579008102417,0.6279082894325256,0.5696749,0.5578566,0.5630853,0.70778227,0.5252181,0.60767853,0.5469129,MDD
0.6725239157676697,0.5700383186340332,0.5633073449134827,0.7434424757957458,0.3866890966892242,9.09953784942627,0.6212382912635803,0.5614776015281677,0.49829257,0.6025029,0.5257778,0.56097406,0.53139544,0.67264605,0.5602936,MDD
0.638667106628418,0.614665687084198,0.6369275450706482,0.6110117435455322,0.3591117560863495,8.97532844543457,0.7178134918212891,0.5848388075828552,0.6858393,0.6196703,0.6881436,0.5570879,0.53485984,0.4636027,0.498863,MDD
0.482458233833313,0.4861683249473572,0.5623509883880615,0.3958908915519714,0.3344511687755584,33.4470329284668,0.4581319391727447,0.467503011226654,0.6067543,0.60343826,0.5488721,0.5616827,0.5975951,0.43748152,0.5293769,MDD
0.5171089768409729,0.5802469253540039,0.5458469390869141,0.5582138299942017,0.3930660784244537,9.485029220581056,0.6478244662284851,0.5460312962532043,0.48758805,0.6900445,0.46718726,0.567762,0.4970501,0.63021815,0.3872164,MDD
0.5602049231529236,0.5785912871360779,0.530247688293457,0.5460420250892639,0.3718514144420624,7.402848720550537,0.6691176891326904,0.5629189610481262,0.55584985,0.5941928,0.65328836,0.66691065,0.528753,0.54446554,0.49760592,MDD
0.5488542914390564,0.5783875584602356,0.5025182962417603,0.5434524416923523,0.4193018674850464,6.618625164031982,0.5986777544021606,0.5562997460365295,0.6126424,0.38126802,0.7738821,0.6863931,0.7384376,0.5890129,0.44139078,MDD
0.5813111662864685,0.5241202116012573,0.5116330981254578,0.4319849014282226,0.314450055360794,34.05930709838867,0.6410454511642456,0.4293290376663208,0.39344177,0.37536284,0.48092774,0.528898,0.3289114,0.5486282,0.42572474,MDD
0.6947757601737976,0.6152340173721313,0.6065697073936462,0.5365453362464905,0.3960270881652832,5.154276847839356,0.6922637820243835,0.575944721698761,0.72737944,0.6230164,0.67124057,0.6094194,0.5509575,0.58256465,0.5061595,MDD
0.6047742962837219,0.6124944090843201,0.5076277852058411,0.6316091418266296,0.3676685392856598,7.002091884613037,0.6071545481681824,0.5765737295150757,0.5345811,0.6129802,0.59471625,0.43765715,0.55722886,0.6425868,0.5398093,MDD
0.7445869445800781,0.8333296179771423,1.0742532014846802,0.6090280413627625,0.3483439087867737,79.98521423339844,1.0672622919082642,0.975518524646759,0.5008048,0.5085847,0.46611822,0.273971,0.52738035,0.21096836,0.48488703,MDD
0.6843797564506531,0.6636809706687927,0.5981612801551819,0.605028510093689,0.4143596589565277,26.175701141357425,0.6477947235107422,0.570502519607544,0.66946346,0.6122482,0.51696914,0.6880891,0.5348687,0.64086086,0.52816176,MDD
0.6664136052131653,0.6345778703689575,0.6434606909751892,0.5483497381210327,0.4818398356437683,25.925790786743164,0.645480751991272,0.5544326901435852,0.63534594,0.5518408,0.56738275,0.650639,0.51578087,0.3769837,0.6380705,MDD
0.6120992302894592,0.7372236251831055,0.6246746182441711,0.5796773433685303,0.4667060971260071,18.391979217529297,0.6431050300598145,0.5827122330665588,0.5502346,0.5565387,0.40499765,0.4800497,0.6187509,0.4494197,0.61526585,MDD
0.5795818567276001,0.6560001969337463,0.7219083905220032,0.5803874135017395,0.4304426610469818,29.07086753845215,0.6709238290786743,0.6256265044212341,0.6665185,0.32717583,0.30552155,0.5624085,0.6567078,0.57064897,0.5425193,MDD
0.6430087089538574,0.687342643737793,0.6324126720428467,0.5340439081192017,0.4900663495063782,25.51513290405273,0.6407848000526428,0.5612710118293762,0.39784992,0.4675559,0.6241307,0.43682435,0.5845933,0.52213013,0.58086026,MDD
0.5996361374855042,0.6010320782661438,0.6596195101737976,0.5623247623443604,0.5310677289962769,25.650331497192383,0.6967830061912537,0.6294756531715393,0.69284993,0.40061274,0.3159276,0.3937467,0.542541,0.6361435,0.4191468,MDD
0.4722633957862854,0.5061579942703247,0.5114221572875977,0.5665653944015503,0.4784804880619049,42.34394073486328,0.6276721954345703,0.5644079446792603,0.30963624,0.43766958,0.4166526,0.56674534,0.58114016,0.4881066,0.32028913,MDD
0.5004349946975708,0.4823425114154815,0.4944530129432678,0.5067395567893982,0.3730295300483703,49.36958694458008,0.6858600974082947,0.4389697611331939,0.4394145,0.38774464,0.40556395,0.5325057,0.45071307,0.33047798,0.4481029,MDD
0.4986653327941894,0.6384161710739136,0.4851016998291015,0.5699236989021301,0.4266521632671356,32.79447555541992,0.5827823877334595,0.5302956700325012,0.44012207,0.40911582,0.60465956,0.498399,0.62089956,0.54703856,0.5204278,MDD
0.5774124264717102,0.6897992491722107,0.6438291668891907,0.5820025205612183,0.5136585235595703,18.646286010742188,0.6378875970840454,0.6332376003265381,0.508972,0.33931074,0.48153406,0.6189128,0.6250353,0.4972565,0.5755358,MDD
0.6624591946601868,0.6564106345176697,0.6108699440956116,0.5813941359519958,0.496666818857193,14.397613525390623,0.6736583113670349,0.6556708812713623,0.64220464,0.6970812,0.6840413,0.6819577,0.5601796,0.6192505,0.6054634,MDD
0.5772268772125244,0.6597442626953125,0.6583516001701355,0.5786649584770203,0.4270544648170471,17.725969314575195,0.6654355525970459,0.619068443775177,0.69697195,0.48586243,0.53742105,0.55905366,0.39512798,0.49525425,0.41974515,MDD
0.6099374294281006,0.649943470954895,0.6338741183280945,0.5371581315994263,0.5215727686882019,20.211181640625,0.6535738706588745,0.6174545884132385,0.52032477,0.40409854,0.56128544,0.5095064,0.57113194,0.3259666,0.5161474,MDD
0.6788967251777649,0.6266744136810303,0.6399995684623718,0.6276827454566956,0.4659124910831451,19.742624282836918,0.6896203756332397,0.6479804515838623,0.5021785,0.34437546,0.27160597,0.5450229,0.6295291,0.584986,0.5764027,MDD
0.6433119177818298,0.6886078119277954,0.6369118690490723,0.5553877949714661,0.5494230389595032,15.18459129333496,0.6542375683784485,0.6130071878433228,0.6643543,0.20415013,0.24683578,0.40455258,0.61658335,0.46967426,0.5311562,MDD
0.6522690653800964,0.6896335482597351,0.7077829837799072,0.5944018959999084,0.4319394528865814,28.400983810424805,0.7619457840919495,0.6349077224731445,0.53502476,0.5955732,0.5679244,0.64176714,0.6207542,0.4527673,0.53760666,MDD
0.6275656223297119,0.7131456136703491,0.6274751424789429,0.6256090402603149,0.4645112752914428,18.67111015319824,0.7045119404792786,0.5997573733329773,0.6708567,0.6676848,0.73136854,0.43305996,0.6553381,0.5399206,0.5535916,MDD
0.6060986518859863,0.6676536798477173,0.5451067686080933,0.5857474207878113,0.4590452313423157,20.50981712341309,0.6384832262992859,0.6107465028762817,0.51961553,0.3841884,0.43286905,0.674412,0.5562887,0.67902654,0.54150116,MDD
0.548557460308075,0.6020734310150146,0.6941009163856506,0.5108227133750916,0.5296263694763184,14.189231872558594,0.5769831538200378,0.6339399218559265,0.3756591,0.5563544,0.56273746,0.63811076,0.41684625,0.54774064,0.7072989,MDD
0.6474725008010864,0.6588332056999207,0.661980152130127,0.5822149515151978,0.4613488614559173,20.60417938232422,0.7576139569282532,0.5549973845481873,0.42474598,0.5838858,0.7388134,0.70351917,0.55720484,0.49546126,0.5118049,MDD
0.6107644438743591,0.6521725654602051,0.7392235994338989,0.5477626323699951,0.5189037919044495,17.15235137939453,0.7672145366668701,0.5885206460952759,0.36380026,0.38630334,0.1792686,0.6512561,0.5922202,0.69009095,0.63003707,MDD
0.5800501108169556,0.6446421146392822,0.6252663135528564,0.541664719581604,0.4364227652549743,24.45667266845703,0.7337973117828369,0.5898793935775757,0.55559856,0.6809379,0.73038083,0.7937078,0.59112567,0.53715163,0.54652715,MDD
0.6798166036605835,0.7245461344718933,0.678034245967865,0.5876275300979614,0.4207771718502044,24.89023208618164,0.6242498159408569,0.5950496792793274,0.5833817,0.6292678,0.5763806,0.5096579,0.56287056,0.75891346,0.54105145,MDD
0.6357418894767761,0.804094135761261,0.6341885924339294,0.570495069026947,0.5092685222625732,22.14478874206543,0.6915009617805481,0.6295792460441589,0.455246,0.4495164,0.44967484,0.4536715,0.6595869,0.7646583,0.50179315,MDD
0.7074689865112305,0.6719216704368591,0.7083857655525208,0.6996329426765442,0.2727725505828857,76.7418441772461,0.690606415271759,0.7171066999435425,0.6553485,0.6969302,0.6460055,0.49222502,0.43032914,0.57958996,0.5170654,MDD
0.6109310984611511,0.6659407615661621,0.6498079299926758,0.607839822769165,0.4614582657814026,38.08366775512695,0.7083971500396729,0.5588294267654419,0.52796566,0.6650701,0.3210999,0.62542707,0.5389779,0.6555985,0.5250516,MDD
0.442701905965805,0.441979706287384,0.4255483746528625,0.5684128999710083,0.3944595158100128,91.33084106445312,0.7213528752326965,0.470622181892395,0.6154517,0.5185657,0.57560974,0.5158498,0.5658714,0.5597788,0.6244896,MDD
0.4358065128326416,0.5452854037284851,0.3457553088665008,0.5004197955131531,0.3895221352577209,77.66680145263672,0.5738982558250427,0.3686372637748718,0.305888,0.6585555,0.5521775,0.48766503,0.6514242,0.60615766,0.46972674,MDD
0.5199616551399231,0.6517624855041504,0.5994629859924316,0.5761914253234863,0.4544150531291961,26.649932861328125,0.7039784789085388,0.5894023776054382,0.66468954,0.54251534,0.5179128,0.6338361,0.48028278,0.31451136,0.4426168,MDD
0.5335979461669922,0.6173267960548401,0.6048541069030762,0.5598284006118774,0.40279021859169,35.233001708984375,0.7406067848205566,0.5313469767570496,0.5565329,0.2754511,0.43205798,0.5673667,0.639758,0.43727392,0.48629087,MDD
0.4608413577079773,0.6274455189704895,0.6830359697341919,0.5427457094192505,0.3665599822998047,64.92796325683594,0.7469403147697449,0.4844788908958435,0.58864135,0.5474919,0.45538118,0.5197588,0.5762351,0.43850744,0.5715821,MDD
0.5705268979072571,0.6592422127723694,0.8067747354507446,0.6312427520751953,0.2914570868015289,84.8397216796875,0.7681663632392883,0.6361518502235413,0.5774636,0.43078467,0.4698333,0.50216675,0.41137135,0.36855012,0.62758845,MDD
0.5551621913909912,0.6589083075523376,0.6713457703590393,0.5137118101119995,0.374692440032959,41.33229064941406,0.7711226344108582,0.5240626931190491,0.3193951,0.6069429,0.72382337,0.46452382,0.57369506,0.74897516,0.536366,MDD
0.574600338935852,0.661819577217102,0.6615803241729736,0.5465307235717773,0.4318250119686126,37.613067626953125,0.8498383164405823,0.4958734512329101,0.5482548,0.38092232,0.50693977,0.57586974,0.6067327,0.6733605,0.48369202,MDD
0.4352958500385284,0.6638035774230957,0.6159762740135193,0.5137166380882263,0.390428364276886,46.82093048095703,0.6952021718025208,0.4862335324287414,0.5622359,0.5364369,0.6126117,0.40118605,0.6898321,0.5687293,0.4860885,MDD
0.5614182949066162,0.6125696897506714,0.6315690279006958,0.5366993546485901,0.4946751892566681,24.68826484680176,0.6394950151443481,0.6176626086235046,0.4436375,0.48559323,0.5530016,0.5112949,0.6929539,0.41360503,0.72122735,MDD
0.6302779912948608,0.760905385017395,0.7244192361831665,0.6134370565414429,0.3726350367069244,34.93909454345703,0.8091819882392883,0.6579062938690186,0.741303,0.5764132,0.7438799,0.63392854,0.66026956,0.66186523,0.5641282,MDD
0.5798801779747009,0.6276815533638,0.6689243912696838,0.5513244867324829,0.3881933391094208,26.978605270385746,0.774754524230957,0.6319202780723572,0.6508258,0.46145308,0.64160436,0.53198016,0.693974,0.6023978,0.6839342,MDD
0.3280422389507293,0.7581122517585754,0.6431484222412109,0.3377562165260315,0.2084712982177734,156.38714599609375,0.6801115870475769,0.573489785194397,0.56821585,0.5680577,0.40528357,0.6186044,0.43452072,0.41229424,0.50230837,MDD
0.2798443436622619,0.5337332487106323,0.5371443033218384,0.2850180864334106,0.3178052604198456,64.90763854980469,0.5527909398078918,0.385861337184906,0.54261935,0.47886616,0.49660733,0.4942178,0.53881377,0.6201581,0.49926978,MDD
