A69,A109,A45,A77,A92,A89,A5,A85,A53,A59,A71,A35,A83,A65,A47,label
0.6153104901313782,1.0187808275222778,1.0487060546875,0.5589005947113037,0.2551552355289459,310.95611572265625,1.046494483947754,0.8679804801940918,0.47205833,0.4497718,0.55118674,0.24700065,0.35863695,0.4669414,0.1693601,MDD
0.5684348940849304,0.4992402493953705,0.5870242714881897,0.5430032014846802,0.2661844491958618,187.4597625732422,0.6434990167617798,0.3826715350151062,0.61715335,0.5568194,0.53952926,0.5640642,0.5812033,0.6319737,0.40835124,MDD
0.5894525051116943,0.3749014437198639,0.4468937516212463,0.5408241152763367,0.3147415220737457,326.52557373046875,0.5439000725746155,0.4789946675300598,0.5498183,0.6199352,0.49425912,0.59409916,0.5748719,0.62531143,0.50942916,MDD
0.4500728845596313,0.3815252184867859,0.5137403607368469,0.4721683263778686,0.3036098778247833,337.9023742675781,0.4532331526279449,0.3639285266399383,0.40269756,0.43448627,0.5050348,0.5639761,0.5196229,0.41918376,0.5963046,MDD
0.5383520126342773,0.5437326431274414,0.4969371855258941,0.5593936443328857,0.3031486868858337,269.81402587890625,0.5764727592468262,0.4480201005935669,0.61063135,0.4850624,0.63181454,0.5492828,0.47730178,0.5114737,0.5496298,MDD
0.5891739130020142,0.4264682531356811,0.4731568694114685,0.4920895993709564,0.2710601985454559,305.5082397460937,0.4853051900863647,0.33987557888031,0.625797,0.7828878,0.47170284,0.41974288,0.6309588,0.40250897,0.5284901,MDD
0.5564746260643005,0.3759911358356476,0.5182294845581055,0.6111199259757996,0.2921449840068817,312.9425354003906,0.6132383942604065,0.5317119359970093,0.5346625,0.48251355,0.5004591,0.5066692,0.48484945,0.55154985,0.54047346,MDD
0.4386744201183319,0.3643724322319031,0.4630110263824463,0.5121968984603882,0.2791202366352081,290.5334167480469,0.494196206331253,0.3811281323432922,0.59123695,0.6388483,0.5030896,0.6707578,0.67461795,0.45095393,0.50435555,MDD
0.5820692181587219,0.3088692128658294,0.4146832823753357,0.516481876373291,0.2850255072116852,325.8122863769531,0.5896115303039551,0.3451130986213684,0.49920353,0.52989686,0.5968344,0.5717792,0.52290416,0.56478715,0.5656161,MDD
0.5787191987037659,0.4171688258647918,0.4188004434108734,0.5113916993141174,0.2716324031352997,240.5995330810547,0.5267565250396729,0.3089458048343658,0.5721544,0.7275603,0.5180867,0.4675006,0.4374513,0.47292432,0.5093076,MDD
0.5206103324890137,0.3789661526679992,0.5172832608222961,0.5466365814208984,0.2773835957050323,282.0171813964844,0.6125644445419312,0.5263636112213135,0.6469733,0.6678831,0.5468392,0.5928404,0.4605242,0.5391107,0.43760076,MDD
0.4839980602264404,0.4217560887336731,0.5059062242507935,0.5219550132751465,0.2785448729991913,166.16098022460938,0.4803416430950165,0.3398902416229248,0.61580837,0.4887948,0.555372,0.64008856,0.601609,0.61981094,0.5969593,MDD
0.4676195681095123,0.3233108818531036,0.5276714563369751,0.5118257403373718,0.2821914553642273,431.2335205078125,0.5102085471153259,0.3650712966918945,0.6059708,0.55446446,0.538167,0.57546717,0.5228443,0.54206693,0.51185584,MDD
0.3633803427219391,0.5145640969276428,0.499956339597702,0.4890223443508148,0.2730920016765594,330.2294921875,0.4953272342681885,0.3659001290798187,0.57012767,0.54241854,0.53160244,0.51171476,0.57217276,0.403386,0.47158456,MDD
0.5377927422523499,0.4561643898487091,0.4846011698246002,0.5843770503997803,0.2987043857574463,107.4566421508789,0.6325896978378296,0.4593108892440796,0.44942266,0.39078006,0.5553969,0.6148683,0.4426075,0.5101058,0.4968323,MDD
0.6043870449066162,0.433893620967865,0.5597636699676514,0.5738709568977356,0.2854354381561279,96.70930480957033,0.5750793814659119,0.4629086256027221,0.5367601,0.5141361,0.4867746,0.52219164,0.43770373,0.4939031,0.6234056,MDD
0.4905420541763305,0.4343842566013336,0.5392498970031738,0.49554243683815,0.2905681431293487,281.8473815917969,0.6008874773979187,0.3841992020606994,0.62152004,0.6023158,0.5204437,0.43646055,0.51456106,0.40092295,0.43448684,MDD
0.543249785900116,0.5795325040817261,0.7318741083145142,0.4858362972736358,0.3024808168411255,243.75286865234372,0.6683402061462402,0.4080540239810943,0.6577855,0.70276964,0.53251356,0.54473895,0.52040094,0.4318302,0.4718494,MDD
0.4667162299156189,0.6017664074897766,0.6554610133171082,0.4892056286334991,0.3021544218063354,345.5867004394531,0.5187490582466125,0.3470214307308197,0.49846372,0.48564002,0.59469557,0.51714987,0.6244096,0.6380981,0.48145804,MDD
0.5292103886604309,0.3484966456890106,0.5330607295036316,0.5130799412727356,0.2871024310588836,247.3771514892578,0.570868194103241,0.4221878051757812,0.4628683,0.5651787,0.5708865,0.5313533,0.5258293,0.5327461,0.583766,MDD
0.5080624222755432,0.5322623252868652,0.5598036646842957,0.5145286917686462,0.2980176508426666,310.0867614746094,0.5303676128387451,0.3446945548057556,0.5778332,0.55046344,0.640573,0.4407764,0.34717265,0.50308865,0.48625696,MDD
0.5377747416496277,0.3448769450187683,0.3768436908721924,0.5383446216583252,0.2928043901920318,356.2879943847656,0.5030338168144226,0.3526414930820465,0.57106835,0.5907923,0.5512071,0.52511686,0.6463464,0.589289,0.32124546,MDD
0.5160948038101196,0.3250418901443481,0.5037636756896973,0.5629605054855347,0.2498148083686828,401.0173645019531,0.541118860244751,0.4671200811862945,0.38654017,0.6191165,0.56134355,0.46217954,0.5810022,0.47367054,0.62739694,MDD
0.4380614161491394,0.4116701483726501,0.4405533969402313,0.4826706051826477,0.2869029641151428,419.297119140625,0.4626054763793945,0.2915312647819519,0.6350597,0.62875694,0.5860172,0.5944013,0.64164007,0.5986061,0.5952854,MDD
0.5070865750312805,0.3855373859405517,0.4140228033065796,0.5122132897377014,0.2854256927967071,324.415771484375,0.4663324058055877,0.2997839450836181,0.53938955,0.57065517,0.51023257,0.65058357,0.46286693,0.56328565,0.45132864,MDD
0.4412553012371063,0.4686275422573089,0.4577349126338959,0.5426701903343201,0.2755289077758789,300.2791748046875,0.5116648077964783,0.3988021314144134,0.6570233,0.61913025,0.48893088,0.5119292,0.42598346,0.5990557,0.5375523,MDD
0.5234336256980896,0.4810385704040527,0.4278099536895752,0.527946412563324,0.2929575145244598,251.4452362060547,0.4905906617641449,0.4338623881340027,0.6416525,0.6331698,0.45703056,0.5490463,0.3517449,0.5038493,0.5290207,MDD
0.5660499930381775,0.3494371771812439,0.4342747330665588,0.4867244660854339,0.2470537424087524,395.4933166503906,0.5064696073532104,0.3702656328678131,0.62847763,0.7381872,0.62857985,0.55377793,0.5619529,0.61894435,0.5142631,MDD
0.5347758531570435,0.3655982911586761,0.4691953659057617,0.5336088538169861,0.2811128795146942,289.6600952148437,0.5582514405250549,0.3670816719532013,0.60911393,0.6129622,0.54938215,0.6024924,0.5584211,0.49669522,0.47798592,MDD
0.6027671098709106,0.3701793849468231,0.4880249798297882,0.5626389980316162,0.2664692103862762,306.7479553222656,0.5130125284194946,0.3745745718479156,0.48324007,0.55115956,0.52745587,0.5606896,0.59915274,0.50158083,0.5123512,MDD
0.4858686029911041,0.3961092233657837,0.4577569663524627,0.5314368605613708,0.2822405397891998,281.6026916503906,0.51627516746521,0.3520821332931518,0.5825555,0.6529647,0.62747556,0.551109,0.60030234,0.57971054,0.63145804,MDD
0.5205062627792358,0.5236708521842957,0.5451670289039612,0.545356810092926,0.2966035604476928,191.2666931152344,0.5452184677124023,0.407256007194519,0.5363011,0.6251557,0.6155034,0.54305047,0.5692604,0.62653387,0.55185044,MDD
0.5042614936828613,0.5405528545379639,0.5255719423294067,0.5700579285621643,0.2832840979099273,321.0458679199219,0.6098552942276001,0.3898204267024994,0.60115826,0.6022977,0.4867059,0.60239226,0.50485784,0.5044563,0.49750617,MDD
0.4884026050567627,0.3531943261623382,0.7219031453132629,0.5241991877555847,0.265034407377243,278.46124267578125,0.5090216398239136,0.363261878490448,0.68303263,0.5880823,0.49398816,0.48634553,0.6291869,0.564999,0.53011054,MDD
0.4616138339042663,0.3642675578594208,0.4396950900554657,0.5237205624580383,0.2623287439346313,336.4425964355469,0.4430781006813049,0.2867149710655212,0.41812587,0.57249194,0.5565578,0.5278664,0.5048094,0.46314973,0.48486808,MDD
0.4791377782821655,0.3475437760353088,0.4078045189380646,0.546658456325531,0.2794612348079681,370.7550964355469,0.505095899105072,0.3561914265155792,0.48273256,0.45706245,0.5363984,0.55810136,0.57324743,0.57755476,0.49455738,MDD
0.5818135142326355,0.5060625076293945,0.6859460473060608,0.6731899380683899,0.3131560981273651,331.8506774902344,0.5290148258209229,0.6958844065666199,0.6075375,0.6461336,0.46793652,0.5117346,0.57183444,0.5629693,0.63300055,MDD
0.5217769145965576,0.5588441491127014,0.5539196729660034,0.5368967056274414,0.2853600084781647,265.1366271972656,0.5280030369758606,0.3981424570083618,0.485418,0.73303473,0.5654599,0.5226091,0.4896567,0.44413868,0.5215872,MDD
0.6008976697921753,0.4401402175426483,0.4690642058849334,0.6253251433372498,0.2713186740875244,304.7458190917969,0.6779632568359375,0.5690794587135315,0.5268674,0.53131515,0.6543037,0.6165206,0.5365122,0.45331582,0.4934402,MDD
1.098208785057068,0.7900042533874512,0.8828776478767395,0.8390834927558899,0.6545506119728088,29.37908172607422,1.0114282369613647,1.008454442024231,0.33642834,0.31563717,0.5849579,0.5018302,0.36787,0.39313784,0.45180887,MDD
0.6473275423049927,0.5493258833885193,0.5114444494247437,0.6287475824356079,0.339063286781311,9.137106895446776,0.5867350101470947,0.608729362487793,0.591954,0.5184662,0.63907135,0.42204255,0.62559974,0.5287954,0.59897155,MDD
0.7507113814353943,0.5709592700004578,0.4951454401016235,0.6960664391517639,0.3479494452476501,8.230701446533203,0.6428772211074829,0.7712224125862122,0.5074518,0.47730765,0.61989456,0.49819794,0.51422685,0.5015311,0.6581343,MDD
0.5990369319915771,0.5782114267349243,0.5689523816108704,0.6841204166412354,0.3987676203250885,7.196895122528076,0.6573105454444885,0.5998258590698242,0.6691582,0.57506096,0.44346002,0.7753773,0.46986085,0.6894266,0.6445999,MDD
0.6152045130729675,0.6027765274047852,0.5715017914772034,0.5859485268592834,0.3449486792087555,11.683714866638184,0.6468779444694519,0.5434022545814514,0.6123948,0.58356166,0.52045685,0.60926926,0.6200891,0.6797077,0.6179629,MDD
0.4737545847892761,0.5496260523796082,0.5594896078109741,0.4290487468242645,0.3673111498355865,17.12701988220215,0.6108560562133789,0.4923068583011627,0.54531825,0.5788133,0.51771146,0.6707031,0.59989274,0.4039728,0.6256291,MDD
0.4384712874889374,0.5115323662757874,0.5993424654006958,0.4251622855663299,0.4537253379821777,12.1556978225708,0.5615994930267334,0.4984128773212433,0.45772228,0.5735604,0.47546598,0.41605943,0.51817226,0.4389309,0.51177996,MDD
0.6252275109291077,0.6923152804374695,0.6340285539627075,0.5947065353393555,0.3781117498874664,7.000985145568848,0.6233122944831848,0.6235215067863464,0.60109895,0.5219612,0.6502615,0.7392365,0.47209552,0.52036303,0.6671236,MDD
0.5677218437194824,0.560286819934845,0.5456469655036926,0.6105267405509949,0.3792906105518341,8.186896324157715,0.6175603866577148,0.5850818157196045,0.5093898,0.49172735,0.3744146,0.67912245,0.47419703,0.64432406,0.49649176,MDD
0.6116860508918762,0.6295620203018188,0.5123410820960999,0.5854207277297974,0.4479195773601532,6.7360148429870605,0.7014138698577881,0.5028117299079895,0.61874676,0.37113294,0.46365368,0.4316482,0.5871369,0.5870136,0.33332658,MDD
0.7161216139793396,0.5476680994033813,0.5276966691017151,0.6809521913528442,0.3606047034263611,7.982682228088379,0.633170485496521,0.5574121475219727,0.70973724,0.6463944,0.5012346,0.4551369,0.47591868,0.60487854,0.67652273,MDD
0.605840265750885,0.5847841501235962,0.5525867938995361,0.5656777620315552,0.3979704976081848,5.065738201141357,0.592755138874054,0.5696682333946228,0.5920474,0.4433239,0.72402894,0.5131294,0.70549643,0.67405117,0.5519847,MDD
0.6138437390327454,0.5374227166175842,0.5162728428840637,0.6092216968536377,0.3435926437377929,6.682514667510986,0.7336711287498474,0.5500577688217163,0.6190048,0.3326261,0.41532874,0.4186977,0.733017,0.60433,0.64160573,MDD
